MolWt,HeavyAtomCount,HeavyAtomMolWt,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumRadicalElectrons,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumAromaticHeterocycles,NumSaturatedCarbocycles,NumSaturatedHeterocycles,Logp,TPSA,heat_capacity
99.093,7,94.053,2,3,4,1,38,0,1,1,0,0,1,0,0,0,1,-1.36103,64.98,26.837512969970703
97.077,7,94.053,2,0,4,0,36,0,0,1,0,0,1,0,0,0,0,0.9906,54.15,26.584125518798828
113.16,8,102.07199999999997,2,2,2,0,46,0,0,1,0,1,0,0,0,0,0,0.3738,46.25,27.30896759033203
116.12,8,108.05599999999998,3,2,4,3,46,0,1,1,0,0,1,0,0,0,1,-1.6760999999999997,52.34,27.206314086914066
99.13299999999998,7,90.06099999999999,2,1,2,0,40,0,1,1,0,0,1,0,0,0,1,0.4658999999999999,21.259999999999998,27.17399597167969
119.11999999999998,8,110.04799999999997,3,3,4,4,48,0,0,0,0,0,0,0,0,0,0,-1.9143999999999999,69.56,25.88010406494141
113.11999999999999,8,106.064,3,3,4,0,44,0,3,3,0,0,3,0,0,0,3,-2.2585999999999995,67.14999999999999,24.44158172607422
132.167,9,120.07099999999998,5,4,5,1,54,0,1,1,0,0,1,0,0,0,1,-2.4116999999999984,73.55,25.450538635253906
147.174,10,134.06999999999996,4,2,4,5,60,0,1,1,0,0,1,0,0,0,1,0.20050000000000007,60.63000000000001,27.527816772460934
145.162,10,134.07399999999998,5,3,5,1,58,0,1,1,0,0,1,0,0,0,1,-2.0368999999999984,76.38,24.254566192626953
130.143,9,120.06299999999997,3,1,3,1,52,0,1,1,0,0,1,0,0,0,1,-0.27480000000000016,46.53,26.18497467041016
165.149,11,154.06099999999998,6,4,7,8,66,0,0,0,0,0,0,0,0,0,0,-1.7946999999999989,91.85000000000001,26.860580444335934
109.092,8,106.068,5,0,5,0,40,1,0,1,0,0,1,0,1,0,0,-0.7412000000000003,55.96,25.192684173583984
114.10399999999998,8,108.05599999999998,4,1,4,1,44,0,0,1,0,0,1,0,0,0,0,-0.5354000000000001,50.69,25.764629364013672
116.15999999999998,8,104.06399999999998,2,2,2,1,48,0,1,1,0,1,0,0,0,1,0,-0.0043999999999999595,40.46,26.947532653808594
116.11999999999998,8,108.05599999999998,3,2,4,1,46,0,1,1,0,0,1,0,0,0,1,-1.6760999999999995,52.57000000000001,26.831195831298828
115.136,8,106.064,2,4,4,0,46,0,1,1,0,0,1,0,0,0,1,-1.1775300000000002,68.14,26.95414733886719
130.147,9,120.06699999999998,4,3,4,0,52,0,0,1,0,0,1,0,0,0,0,-0.14379999999999998,53.519999999999996,27.439926147460934
113.116,8,106.05999999999997,2,1,3,2,44,0,1,1,0,1,0,0,0,1,0,-0.5361000000000005,46.17,27.561737060546875
126.20299999999999,9,112.091,2,1,2,1,52,0,0,1,0,0,1,0,0,0,0,1.0342,24.39,27.38187026977539
128.07,9,127.06200000000001,6,1,7,0,46,1,0,0,0,0,0,0,1,0,0,-1.7198300000000004,88.3,26.772804260253906
122.08699999999999,9,120.071,5,1,5,0,44,1,0,0,0,0,0,0,1,0,0,-0.55112,82.69,22.620983123779297
152.12100000000004,11,148.08900000000003,8,0,8,0,56,1,0,0,0,0,0,0,1,0,0,-1.7205800000000007,103.12,25.42688369750977
132.115,9,124.05099999999999,4,1,4,1,52,0,1,1,0,0,1,0,0,0,1,-0.1660000000000002,55.760000000000005,24.03412628173828
109.088,8,106.064,4,0,4,0,40,1,0,0,0,0,0,0,1,0,0,0.24969999999999992,62.71,23.095630645751953
148.162,10,136.066,5,3,5,3,60,0,1,1,0,0,1,0,0,0,1,-1.030999999999999,62.75,27.1699333190918
136.126,9,127.05399999999999,3,3,5,5,54,0,0,0,0,0,0,0,0,0,0,-0.5549300000000001,65.34,27.141944885253906
146.15,10,136.07,6,5,6,1,58,0,1,1,0,0,1,0,0,0,1,-2.090529999999999,89.4,27.40304946899414
98.10499999999999,7,92.05699999999999,2,3,3,0,38,0,0,1,0,0,1,0,0,0,0,-0.55853,56.11,26.246490478515625
151.13299999999998,11,146.093,7,0,7,0,56,0,0,1,0,0,1,0,0,0,0,1.7286,86.52,23.30558013916016
99.089,7,94.04899999999999,3,1,3,1,38,0,1,1,0,1,0,0,0,1,0,0.5321800000000001,53.25,27.24148941040039
109.12799999999999,8,102.07199999999997,1,0,2,1,42,0,1,2,0,1,1,0,0,1,0,0.36060000000000003,20.310000000000002,27.55479431152344
153.105,11,150.081,6,2,8,0,56,0,0,1,0,0,1,0,0,0,0,1.56327,118.24,26.401107788085934
100.11699999999999,7,92.05299999999998,2,1,2,0,40,0,1,1,0,1,0,0,0,1,0,-0.043800000000000006,37.3,26.80915832519531
110.15599999999999,8,100.07599999999998,1,0,1,0,44,0,1,2,0,1,1,0,0,0,1,1.3514,9.23,26.690452575683594
132.115,9,124.05099999999997,4,2,4,0,52,0,2,2,0,0,2,0,0,0,2,-1.5351000000000004,58.92,26.39142990112305
113.11599999999999,8,106.05999999999999,3,1,3,1,44,0,1,1,0,0,1,0,0,0,1,-0.48272,53.25,25.15291976928711
154.09700000000004,11,152.08100000000002,10,1,10,0,56,0,0,1,0,0,1,0,0,0,0,1.0017,123.27,24.94331359863281
96.09300000000002,7,92.061,2,1,4,0,36,0,0,1,0,0,1,0,0,0,0,0.45777,60.93,25.44979476928711
113.11599999999999,8,106.05999999999997,3,1,3,1,44,1,0,0,0,0,0,0,1,0,0,0.47532,46.260000000000005,26.025768280029297
110.16000000000001,8,100.08,2,2,2,0,44,0,1,3,0,0,3,0,0,0,1,0.18299999999999994,24.06,23.853168487548828
146.18599999999998,10,132.07399999999998,3,0,3,1,60,0,1,1,0,0,1,0,0,0,1,1.4811,27.69,25.386085510253906
131.135,9,122.063,5,3,5,2,52,0,1,1,0,0,1,0,0,0,1,-1.8595999999999995,62.39,25.46313095092773
132.123,9,124.059,5,3,6,2,52,0,1,1,0,0,1,0,0,0,1,-0.9647299999999996,71.82000000000001,24.985748291015625
118.13199999999999,8,108.05199999999998,3,1,3,4,48,0,0,0,0,0,0,0,0,0,0,-0.06970000000000004,46.53,27.13833999633789
169.15200000000002,12,162.096,9,2,9,0,64,0,0,1,0,0,1,0,0,0,0,0.2956,115.45,26.13454818725586
99.09299999999999,7,94.053,3,3,4,2,38,0,0,0,0,0,0,0,0,0,0,-0.64076,76.80000000000001,26.31993103027344
153.109,11,150.085,9,0,9,0,56,1,0,0,0,0,0,0,1,0,0,-2.3255799999999995,116.01,23.999286651611328
111.148,8,102.076,2,2,3,2,44,0,1,1,0,0,1,0,0,0,1,0.02616999999999986,58.150000000000006,26.094860076904297
100.077,7,96.04499999999999,3,2,4,1,38,0,1,1,0,0,1,0,0,0,1,-0.29812999999999995,62.18000000000001,25.932331085205078
114.14799999999997,8,104.06799999999998,3,2,3,0,46,0,3,3,0,0,3,0,0,0,3,-0.8567,35.5,26.713558197021484
129.159,9,118.07099999999998,3,1,3,3,52,0,0,1,0,0,1,0,0,0,0,0.9552,41.82,26.509654998779297
128.13099999999997,9,120.06699999999998,4,1,4,4,50,0,0,0,0,0,0,0,0,0,0,-0.45282000000000017,65.61,26.798038482666016
148.16600000000003,10,136.07,6,5,6,3,60,0,1,1,0,0,1,0,0,0,1,-1.995899999999999,77.58,27.32469940185547
134.17499999999998,9,120.06299999999997,3,1,3,5,56,0,0,0,0,0,0,0,0,0,0,0.03020000000000006,38.69,27.16928100585937
116.12,8,108.05599999999998,3,3,4,0,46,0,1,1,0,0,1,0,0,0,1,-0.7505300000000001,65.34,26.57554626464844
139.122,10,134.08200000000002,7,0,7,1,52,0,0,1,0,0,1,0,0,0,0,1.9101000000000001,86.52,22.88716125488281
113.15999999999998,8,102.07199999999997,2,2,2,1,46,0,1,1,0,1,0,0,0,1,0,0.79857,44.08,24.77423858642578
113.15999999999998,8,102.07199999999999,2,1,2,2,46,0,1,1,0,0,1,0,0,0,1,0.3257999999999999,39.010000000000005,27.08895492553711
112.176,8,100.08,2,2,2,0,46,0,1,1,0,0,1,0,0,0,1,0.77807,35.88,26.31393051147461
128.17499999999998,9,116.07899999999998,3,1,3,0,52,0,3,3,0,0,3,0,0,0,3,-0.4045,24.5,27.00871276855469
143.23,10,126.094,2,2,2,4,60,0,1,1,0,0,1,0,0,0,1,0.6143999999999998,32.26,39.9097900390625
111.14399999999999,8,102.07199999999999,2,0,2,1,44,0,1,1,0,1,0,0,0,1,0,0.9349799999999999,33.019999999999996,39.77044296264648
129.203,9,114.08299999999998,2,1,2,1,54,0,1,1,0,0,1,0,0,0,1,0.7748999999999999,21.259999999999998,42.09935760498047
128.175,9,116.079,3,2,3,4,52,0,0,0,0,0,0,0,0,0,0,-0.1644,47.28,40.052879333496094
122.17099999999999,9,112.09099999999998,2,0,2,2,48,0,0,0,0,0,0,0,0,0,0,0.81108,27.03,40.726036071777344
129.203,9,114.08299999999998,2,2,2,4,54,0,1,1,0,0,1,0,0,0,1,0.5093,42.17,39.93396377563477
111.18799999999999,8,98.08399999999999,1,1,1,2,46,0,0,0,0,0,0,0,0,0,0,0.8505000000000003,26.02,39.86775588989258
139.242,10,122.10599999999998,1,0,1,4,58,0,0,0,0,0,0,0,0,0,0,2.972380000000001,23.79,42.92932510375977
126.203,9,112.09099999999998,2,2,2,3,52,0,0,0,0,0,0,0,0,0,0,0.29249999999999987,38.05,43.168846130371094
136.19799999999998,10,124.10199999999999,2,1,2,3,54,0,0,0,0,0,0,0,0,0,0,0.88838,49.81,40.83233642578125
121.18299999999998,9,110.09499999999998,1,0,1,1,48,0,0,0,0,0,0,0,0,0,0,1.94958,23.79,42.24647903442383
123.199,9,110.09499999999998,1,0,1,1,50,0,1,1,0,1,0,0,0,1,0,2.3362800000000004,23.79,39.98669815063477
123.199,9,110.09499999999998,1,0,1,2,50,0,1,1,0,1,0,0,0,1,0,2.3362800000000004,23.79,40.78269577026367
125.12699999999998,9,118.07099999999998,3,1,3,1,48,0,0,0,0,0,0,0,0,0,0,-0.1317199999999999,53.25,40.71495056152344
127.23099999999998,9,110.09499999999998,1,1,1,2,54,0,1,1,0,0,1,0,0,0,1,1.7845,12.03,41.72376251220703
142.198,10,128.08599999999998,2,2,2,4,58,0,0,0,0,0,0,0,0,0,0,0.38910000000000006,40.46,40.19437789916992
145.24599999999998,10,126.09399999999998,2,2,2,5,62,0,0,0,0,0,0,0,0,0,0,1.1323,46.25,40.4846305847168
128.219,9,112.091,2,2,2,2,54,0,1,1,0,1,0,0,0,1,0,0.8843000000000001,38.05,40.13349533081055
131.21899999999997,9,114.08299999999997,2,2,2,4,56,0,0,0,0,0,0,0,0,0,0,0.6127999999999998,32.26,40.49280548095703
129.24699999999999,9,110.09499999999998,1,1,1,4,56,0,0,0,0,0,0,0,0,0,0,2.0174,26.02,41.66288375854492
129.20299999999997,9,114.08299999999997,2,1,2,3,54,0,0,0,0,0,0,0,0,0,0,1.2381,32.59,42.18922805786133
108.14399999999999,8,100.08,2,0,2,1,42,0,0,0,0,0,0,0,0,0,0,1.50448,36.15,42.64278793334961
142.286,10,120.10999999999997,0,0,0,7,62,0,0,0,0,0,0,0,0,0,0,4.147000000000004,0.0,40.51874542236328
125.21499999999999,9,110.09499999999998,1,0,1,3,52,0,0,0,0,0,0,0,0,0,0,2.582280000000001,23.79,42.217098236083984
131.17499999999995,9,118.071,3,3,3,3,54,0,0,0,0,0,0,0,0,0,0,-0.4078000000000001,66.48,40.34626388549805
127.23100000000001,9,110.09499999999998,1,1,1,2,54,0,1,1,0,1,0,0,0,1,0,1.6273,26.02,42.15879821777344
134.142,10,128.094,4,2,4,3,50,0,0,0,0,0,0,0,0,0,0,-0.66534,71.64,40.6899528503418
140.23,10,124.10199999999999,2,1,2,4,58,0,0,0,0,0,0,0,0,0,0,1.80768,49.81,40.04426193237305
145.24599999999998,10,126.094,2,2,2,5,62,0,0,0,0,0,0,0,0,0,0,1.1323,46.25,42.69456481933594
126.203,9,112.091,2,2,2,3,52,0,0,0,0,0,0,0,0,0,0,0.49920000000000003,38.05,42.51119995117188
132.207,9,116.079,3,3,3,4,56,0,0,0,0,0,0,0,0,0,0,-0.3484,58.28,40.34267807006836
126.203,9,112.091,2,2,2,1,52,0,0,0,0,0,0,0,0,0,0,0.07590000000000041,52.04,39.87883377075195
110.19999999999999,8,96.08799999999998,0,0,0,1,46,0,2,2,0,2,0,0,0,2,0,2.442500000000001,0.0,39.67816925048828
128.17499999999998,9,116.079,3,3,3,1,52,0,0,0,0,0,0,0,0,0,0,-0.42840000000000006,58.28,40.60511016845703
111.144,8,102.07199999999999,2,1,2,1,44,0,0,0,0,0,0,0,0,0,0,0.1311000000000001,43.09,40.197914123535156
122.17099999999999,9,112.091,2,1,2,1,48,0,0,0,0,0,0,0,0,0,0,0.6407800000000002,49.81,41.105247497558594
130.23499999999999,9,112.091,2,2,2,4,56,0,0,0,0,0,0,0,0,0,0,0.7216999999999998,38.05,40.64033126831055
129.159,9,118.07099999999998,3,2,3,3,52,0,0,0,0,0,0,0,0,0,0,-0.11061999999999994,64.25,40.32162094116211
157.301,11,134.11699999999996,1,1,1,7,68,0,0,0,0,0,0,0,0,0,0,2.941700000000001,26.02,39.96993637084961
135.138,9,125.05799999999999,3,3,4,2,54,0,1,1,0,0,1,0,0,0,1,-1.0013000000000003,52.49,39.68269348144531
125.215,9,110.09499999999998,1,1,1,3,52,0,0,0,0,0,0,0,0,0,0,1.7323,26.02,40.06867980957031
127.187,9,114.08299999999998,2,2,2,3,52,0,0,0,0,0,0,0,0,0,0,-0.03460000000000002,46.25,41.4354133605957
146.22999999999996,10,128.08599999999998,2,2,2,5,62,0,0,0,0,0,0,0,0,0,0,1.1659,40.46,42.43310928344727
156.273,11,136.11299999999997,2,2,2,4,66,0,1,1,0,0,1,0,0,0,1,1.3316,24.06,41.73539733886719
156.273,11,136.113,2,2,2,4,66,0,1,1,0,1,0,0,0,1,0,0.9693,38.05,40.17795181274414
111.18799999999999,8,98.08399999999999,1,0,1,2,46,0,0,0,0,0,0,0,0,0,0,2.1921800000000005,23.79,39.74183654785156
155.28499999999997,11,134.117,1,1,1,4,66,0,1,1,0,1,0,0,0,1,0,2.566300000000001,12.03,41.317039489746094
117.15099999999998,9,110.09499999999998,1,0,1,0,44,0,0,0,0,0,0,0,0,0,0,1.17278,23.79,41.42529296875
148.202,10,132.07399999999998,3,3,3,6,62,0,0,0,0,0,0,0,0,0,0,-0.2502000000000001,60.69,40.590087890625
127.187,9,114.083,2,1,2,3,52,0,0,0,0,0,0,0,0,0,0,1.16458,44.019999999999996,41.155906677246094
129.20299999999997,9,114.08299999999998,2,1,2,4,54,0,0,0,0,0,0,0,0,0,0,2.04467,33.08,41.26590347290039
143.23,10,126.09399999999998,2,1,2,4,60,0,1,1,0,0,1,0,0,0,1,1.3684999999999998,21.259999999999998,41.01107406616211
124.18700000000001,9,112.091,2,1,2,1,50,0,1,1,0,1,0,0,0,1,0,0.8849800000000001,49.81,40.3322868347168
127.23099999999998,9,110.09499999999998,1,1,1,3,54,0,0,0,0,0,0,0,0,0,0,2.2851,26.02,41.33976364135742
149.194,10,134.07399999999998,5,5,5,5,62,0,0,0,0,0,0,0,0,0,0,-2.2598999999999982,90.53999999999999,40.790931701660156
115.17600000000002,8,102.07199999999999,2,1,2,3,48,0,0,0,0,0,0,0,0,0,0,0.5603000000000001,43.09,42.10502624511719
129.20299999999997,9,114.08299999999998,2,2,2,3,54,0,0,0,0,0,0,0,0,0,0,1.0099,46.25,40.05556869506836
129.20299999999997,9,114.08299999999998,2,2,2,2,54,0,1,1,0,0,1,0,0,0,1,0.5093,32.26,41.36349487304688
123.155,9,114.083,2,1,2,1,48,0,0,0,0,0,0,0,0,0,0,0.67438,44.019999999999996,40.76921844482422
156.273,11,136.11299999999997,2,2,2,4,66,0,1,1,0,1,0,0,0,1,0,1.6661,38.05,40.41088485717773
127.231,9,110.09499999999998,1,0,1,3,54,0,1,1,0,0,1,0,0,0,1,1.7382,3.01,41.40807342529297
148.21000000000004,10,132.082,5,5,5,5,62,0,0,0,0,0,0,0,0,0,0,-1.945899999999999,96.33,41.87870788574219
120.19499999999998,9,108.09899999999998,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2.0591999999999997,0.0,40.96074676513672
159.23299999999998,11,142.09699999999998,4,4,4,4,66,0,1,1,0,0,1,0,0,0,1,-1.1782999999999997,56.31999999999999,41.446388244628906
129.24699999999999,9,110.09499999999998,1,1,1,4,56,0,0,0,0,0,0,0,0,0,0,2.1615,26.02,39.88595962524414
157.25699999999998,11,138.105,2,2,2,6,66,0,0,0,0,0,0,0,0,0,0,1.3,46.25,39.73139953613281
141.214,10,126.09399999999998,2,1,2,4,58,0,0,0,0,0,0,0,0,0,0,1.69718,44.019999999999996,40.747894287109375
137.226,10,122.10599999999998,1,0,1,2,56,0,1,1,0,1,0,0,0,1,0,2.7263800000000007,23.79,40.61539840698242
141.214,10,126.09399999999998,2,1,2,4,58,0,0,0,0,0,0,0,0,0,0,1.1112,35.25,39.95966720581055
129.203,9,114.08299999999998,2,2,2,4,54,0,1,1,0,0,1,0,0,0,1,0.3667999999999999,42.17,40.20365905761719
126.203,9,112.091,2,1,2,3,52,0,0,0,0,0,0,0,0,0,0,1.41758,49.81,40.93334579467773
112.216,8,96.08799999999998,0,0,0,2,48,0,1,1,0,1,0,0,0,1,0,2.6885000000000012,0.0,39.81816101074219
140.23,10,124.10199999999999,2,1,2,4,58,0,0,0,0,0,0,0,0,0,0,1.88338,35.82,42.71671676635742
135.21,10,122.10599999999998,1,1,1,1,54,0,0,0,0,0,0,0,0,0,0,1.1405,26.02,40.96545028686523
137.182,10,126.09399999999998,2,1,2,2,54,0,0,0,0,0,0,0,0,0,0,0.92198,44.019999999999996,40.01204681396485
126.203,9,112.091,2,1,2,3,52,0,0,0,0,0,0,0,0,0,0,1.27348,49.81,41.20679473876953
127.18699999999998,9,114.08299999999998,2,1,2,3,52,0,0,0,0,0,0,0,0,0,0,1.45118,44.019999999999996,41.07115936279297
172.316,12,148.12399999999997,2,2,2,9,74,0,0,0,0,0,0,0,0,0,0,2.5904,38.05,40.17370986938477
131.219,9,114.08299999999998,2,2,2,4,56,0,0,0,0,0,0,0,0,0,0,0.7422,46.25,41.60061645507813
142.20200000000003,10,128.09,3,0,3,4,58,0,0,0,0,0,0,0,0,0,0,0.82428,36.26,40.102142333984375
141.218,10,126.09799999999998,3,3,3,5,58,0,0,0,0,0,0,0,0,0,0,0.6947700000000002,47.91,41.47693634033203
142.24599999999998,10,124.10199999999999,2,2,2,3,60,0,1,1,0,1,0,0,0,1,0,0.7217000000000001,38.05,41.22346878051758
143.23,10,126.09399999999998,1,1,2,6,60,0,0,0,0,0,0,0,0,0,0,1.5587,29.1,40.85910415649414
145.25,10,126.098,3,3,3,5,62,0,0,0,0,0,0,0,0,0,0,0.22790000000000105,50.08,41.28700637817383
129.159,9,118.07099999999998,3,3,3,1,52,0,0,0,0,0,0,0,0,0,0,-1.3097999999999999,66.48,40.70560836791992
129.20299999999997,9,114.08299999999997,2,1,2,4,54,0,0,0,0,0,0,0,0,0,0,0.821,29.1,40.064361572265625
172.22799999999998,12,156.09999999999997,4,3,4,6,70,0,0,0,0,0,0,0,0,0,0,-0.7578,67.51,39.72567367553711
161.24499999999998,11,142.093,3,3,3,6,68,0,0,0,0,0,0,0,0,0,0,0.11940000000000028,52.489999999999995,41.723777770996094
123.159,9,114.08699999999999,3,2,3,1,48,0,0,0,0,0,0,0,0,0,0,-0.5923200000000002,61.839999999999996,40.518699645996094
114.107,9,112.091,2,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0.28636,47.58,40.21368408203125
160.26099999999997,11,140.10099999999997,3,2,3,7,68,0,0,0,0,0,0,0,0,0,0,1.1206999999999994,33.29,41.39364242553711
139.198,10,126.09399999999997,2,2,2,3,56,0,0,0,0,0,0,0,0,0,0,0.1478,32.26,40.09357070922852
141.25799999999998,10,122.10599999999998,1,1,1,4,60,0,1,1,0,1,0,0,0,1,0,2.3040000000000003,26.02,39.90216064453125
135.16599999999997,10,126.094,2,0,2,0,52,0,1,1,0,0,1,0,0,0,1,0.93838,33.019999999999996,40.97475814819336
141.25799999999998,10,122.10599999999998,1,1,1,3,60,0,1,1,0,1,0,0,0,1,0,2.0174,26.02,41.15303421020508
155.24099999999999,11,138.10499999999996,2,0,2,6,64,0,0,0,0,0,0,0,0,0,0,2.3528800000000007,33.019999999999996,39.7114143371582
121.18299999999999,9,110.09499999999998,1,0,1,1,48,0,0,0,0,0,0,0,0,0,0,1.9495799999999999,23.79,39.81460952758789
129.203,9,114.08299999999998,2,1,2,2,54,0,1,1,0,0,1,0,0,0,1,0.7585999999999999,35.25,40.59358215332031
143.18599999999998,10,130.082,3,0,3,5,58,0,0,0,0,0,0,0,0,0,0,1.29918,42.25,39.91709899902344
131.21899999999997,9,114.08299999999998,2,2,2,4,56,0,0,0,0,0,0,0,0,0,0,0.8863000000000001,46.25,40.66683578491211
143.23,10,126.09399999999998,2,2,2,1,60,0,1,1,0,0,1,0,0,0,1,0.7568999999999999,32.26,40.11857604980469
141.25799999999995,10,122.10599999999998,1,1,1,4,60,0,0,0,0,0,0,0,0,0,0,2.3276,26.02,40.576393127441406
174.25199999999998,12,156.108,6,5,6,7,72,0,0,0,0,0,0,0,0,0,0,-2.4281999999999977,100.49,39.8149528503418
112.172,8,100.07599999999998,1,0,1,2,46,0,2,2,0,1,1,0,0,1,1,1.5737999999999999,12.53,40.49432373046875
123.155,9,114.08299999999998,2,1,2,1,48,0,0,0,0,0,0,0,0,0,0,0.67438,44.019999999999996,40.33140563964844
141.17,10,130.082,2,2,3,3,56,0,0,0,0,0,0,0,0,0,0,-0.49330000000000007,49.33,42.276798248291016
113.16000000000001,8,102.07199999999999,2,1,2,2,46,0,0,0,0,0,0,0,0,0,0,0.91698,44.019999999999996,40.79034805297852
127.18699999999998,9,114.08299999999998,2,1,2,3,52,0,0,0,0,0,0,0,0,0,0,1.30708,44.019999999999996,42.17337417602539
123.199,9,110.09499999999998,1,1,1,2,50,0,1,1,0,0,1,0,0,0,1,1.1518,12.03,39.95338439941406
167.21200000000002,12,154.108,4,1,4,6,66,0,0,0,0,0,0,0,0,0,0,0.29137999999999953,48.29,40.49374771118164
130.23499999999999,9,112.091,2,2,2,4,56,0,0,0,0,0,0,0,0,0,0,0.7086,52.04,40.6644172668457
126.20299999999999,9,112.09099999999998,2,0,2,3,52,0,0,0,0,0,0,0,0,0,0,1.24028,27.03,40.79692459106445
126.203,9,112.091,1,1,2,1,52,0,1,1,0,0,1,0,0,0,1,1.32537,27.090000000000003,40.0753059387207
155.28499999999997,11,134.117,1,1,1,7,66,0,0,0,0,0,0,0,0,0,0,3.632570000000002,23.85,41.842864990234375
154.257,11,136.11299999999997,2,2,2,6,64,0,0,0,0,0,0,0,0,0,0,1.4235,38.05,39.94651794433594
146.186,10,132.07399999999998,3,1,3,5,60,0,0,0,0,0,0,0,0,0,0,0.5664,46.53,40.3690299987793
141.214,10,126.094,2,2,2,2,58,0,0,0,0,0,0,0,0,0,0,0.49960000000000016,46.25,41.834877014160156
137.186,10,126.098,3,1,3,3,54,0,0,0,0,0,0,0,0,0,0,0.7771600000000001,73.6,42.47458267211914
131.178,10,122.10599999999998,1,1,1,0,50,0,0,0,0,0,0,0,0,0,0,0.43939999999999996,12.03,41.34849166870117
