smiles,Desired_hc,Desired_qed,Predicted_hc,Predicted_qed,Error,qed_rdkit
CC(COC)(C)C#C,48.859,0.239,45.557891726493835,0.5489841103553772,0.06756397538848863,0.4890130086067916
CCC(C)(CCC)CC,48.859,0.239,44.06173229217529,0.5926433801651001,0.09818595771146992,0.5422404874814915
CCCCCOC(C)COC,48.859,0.239,45.043233036994934,0.5755443572998047,0.07809752477547775,0.5316175751724598
CC(CO)CC(C)CC,48.859,0.239,44.078519344329834,0.5877682566642761,0.09784237613684618,0.6172037423729706
CC(CO)CC(C)(C)C,48.859,0.239,44.03769612312317,0.5451359152793884,0.09867790738404046,0.606244466499612
CC(C)CC1CCC1C,48.859,0.239,44.76722836494446,0.5275899171829224,0.0837465284810484,0.5331041148072619
CC(COC)(C)CO,48.859,0.239,44.2464417219162,0.527417778968811,0.09440549904999698,0.5892968850639927
CCC(C)(C)CC(C)O,48.859,0.239,44.44019019603729,0.5819907784461975,0.09044003774049221,0.6205856480286919
CC(COC(C))CCC,48.859,0.239,45.67611277103424,0.5479453802108765,0.0651443383811736,0.5551755100290101
C#CCCCCC(C)(C)C,48.859,0.239,44.062610268592834,0.5551651120185852,0.09816798811697265,0.41468618933451673
CC(CO)C(C)(O)CC,48.859,0.239,44.61471974849701,0.5791484713554382,0.08686793122051192,0.5953132978027059
CCCCCCC(C)C#N,48.859,0.239,44.68860745429993,0.5928783416748047,0.08535566724042806,0.5367319870429338
CCC(CC(C)C)(C)C,48.859,0.239,44.77183997631073,0.5523402094841003,0.08365214236249763,0.5456732277192704
CC(CO)C(C)(O),48.859,0.239,45.04821300506592,0.5582083463668823,0.0779955994787876,0.517212152561087
CC(C)C(C(C))C,48.859,0.239,44.32266116142273,0.5679153203964233,0.09284551134033181,0.5001817914751358
CC(CCC(C))CCC,48.859,0.239,44.08400893211365,0.5621123909950256,0.09773002042379815,0.5302717025211113
CC(C)CC(C)(N),48.859,0.239,44.15549337863922,0.6039280891418457,0.09626694409138092,0.5583980672664706
CC(CO)C(O)(O),48.859,0.239,44.260616302490234,0.558723509311676,0.09411538708343943,0.3925299637516491
CC(C)C1CCCC1C,48.859,0.239,44.03206706047058,0.5298624038696289,0.09879311773735484,0.5062237795669134
CC(COC(C)C)C,48.859,0.239,44.971280097961426,0.5433319807052612,0.07957018977135381,0.5481527942391915
CC(C)C(C)CC(C)O,48.859,0.239,44.14612352848053,0.5296280384063721,0.09645871736055736,0.6195947806616594
CC(CC(CC(C)C))O,48.859,0.239,44.06560719013214,0.5328460335731506,0.0981066499491979,0.6181785843222221
CC(C)(CC(C))CO,48.859,0.239,44.34952795505524,0.5872868895530701,0.09229562710953489,0.5958406756278831
CC(C)CC(C)C#N,48.859,0.239,44.97198820114136,0.5394479036331177,0.07955569698230917,0.5355116983707696
CC(CO)C(C)CCC,48.859,0.239,45.496567487716675,0.5464581251144409,0.06881910215688669,0.6172037423729706
CC(C)CC(C)(N)CC,48.859,0.239,44.67103362083435,0.5445341467857361,0.08571535191399028,0.6205646812209764
CCC(CCCCC)CCC,48.859,0.239,44.32590126991272,0.5670995712280273,0.09277919585106699,0.47939552343269304
CC(C)CC(O)CO,48.859,0.239,46.11741483211517,0.6128523945808411,0.05611218338248487,0.5623287849564084
CC(C)CCC(O)O,48.859,0.239,45.259270668029785,0.5793004035949707,0.07367586999263628,0.5362961108750254
CC(C)CC(C)CCO,48.859,0.239,44.55572009086609,0.6043602228164673,0.08807548065113721,0.6172037423729706
CC(COC)(C)(O),48.859,0.239,44.76186394691467,0.6085882782936096,0.08385632233744712,0.5492798508798156
C#CCCCCC(C)CC,48.859,0.239,43.991538882255554,0.5471743941307068,0.0996226103224472,0.4039599501745262
CC(COOC(C))CC,48.859,0.239,44.09920811653137,0.5920010805130005,0.09741893783066845,0.32340194321431925
CCCCOCC(O)C(C)F,48.859,0.239,45.03590703010559,0.5631917119026184,0.07824746658536627,0.6030259134820971
CC(COC(C))C(C)O,48.859,0.239,44.82821464538574,0.5330178141593933,0.08249831872560345,0.6189710479977433
CC(C)CCC(C)=C,48.859,0.239,44.215909242630005,0.5521063208580017,0.09503040908266638,0.49221715064516386
CCCC(C)(O)COC,48.859,0.239,44.19334650039673,0.538232684135437,0.0954922020426794,0.6221399699952213
CCC(CC(C)C)CC,48.859,0.239,44.611493945121765,0.5540701150894165,0.0869339539261597,0.5435567265945545
CC(COOC(O)=O)C,48.859,0.239,44.496668577194214,0.5484704971313477,0.08928409142237434,0.46609336594642126
CC(CCCC(C))CC,48.859,0.239,44.07831907272339,0.5815451741218567,0.09784647510748506,0.4960481579147377
CCC(OC)C(C)CC,48.859,0.239,44.06777262687683,0.5675026774406433,0.09806232982916495,0.5677012928256738
CC(COOC(C))O,48.859,0.239,44.98179256916046,0.5934662818908691,0.07935503041076444,0.3299982815170948
CN(CNOC(CC)C)C,48.859,0.239,44.59250211715698,0.570225715637207,0.0873226607757633,0.45896300101857385
N#CCNNCC(C)(C)F,48.859,0.239,44.832974672317505,0.5398576259613037,0.08240089497702566,0.34075566068062296
CC(C)CCC(C)(C),48.859,0.239,44.00643765926361,0.5696784853935242,0.0993176761852758,0.5286347163806406
CC(COC)(O)CCC,48.859,0.239,45.80623388290405,0.572257399559021,0.062481142002414065,0.6221399699952213
CC(CCC(C)C)(C)O,48.859,0.239,45.64741313457489,0.5695074796676636,0.06573173551290676,0.6205856480286919
CC(COCC(C)(C))O,48.859,0.239,44.04671013355255,0.5741624236106873,0.09849341710733847,0.6189710479977433
CC(COC(C)C)CC,48.859,0.239,45.36767661571503,0.5649372339248657,0.07145711914457878,0.5677012928256738
CCCCCOC(C)CCC,48.859,0.239,45.098647475242615,0.5565972328186035,0.07696335423887896,0.5160224253109101
CC(CO)C(C)CCO,48.859,0.239,44.07840847969055,0.5542643666267395,0.09784464520987843,0.5888016202058111
CC(C)CC(C)CCCO,48.859,0.239,44.369251132011414,0.57204270362854,0.09189195169750891,0.6280484527141117
CN(CNOC(C)(O)),48.859,0.239,43.99206101894379,0.49609851837158203,0.09961192372042438,0.25350909263019994
CCC(C)(C)CC(C)F,48.859,0.239,44.61596965789795,0.5636369585990906,0.08684234925197103,0.5529616538514375
CC(COC(C)C)(C)C,48.859,0.239,44.61927056312561,0.5580907464027405,0.08677478943233367,0.5576209989865297
C#CCC(CC(C)C)C,48.859,0.239,44.84182953834534,0.5268105268478394,0.0822196619180635,0.5073373593679769
CC(CO)C(O)(O)CO,48.859,0.239,44.607470631599426,0.5538140535354614,0.08701629931845874,0.3481101009809964
CC(COOC(C)(C))C,48.859,0.239,44.68104898929596,0.5369651317596436,0.08551036678409386,0.42998930411757297
CC(COCC(C))(C),48.859,0.239,45.208900570869446,0.5504052042961121,0.07470679770626816,0.5107961299327568
CC(C)C(CCC)CC,48.859,0.239,45.173824429512024,0.5762800574302673,0.07542470313530726,0.5435567265945545
CC(COCC(O)C)C,48.859,0.239,44.16659951210022,0.5563290119171143,0.09603963421068343,0.6189710479977433
CCCC(C)(C)C#C,48.859,0.239,44.485793113708496,0.5480308532714844,0.08950668016724668,0.47884597184478034
CC(CCCCCC)CC,48.859,0.239,45.4487419128418,0.5366548299789429,0.06979795098463343,0.49159252030348993
CC(C(C#C)C)CC,48.859,0.239,44.426013827323914,0.5816340446472168,0.0907301863050019,0.47836699963256313
CC(CO)CC(C)(F)C,48.859,0.239,44.95426595211029,0.606554388999939,0.07991841928589842,0.6231286747027528
CC(C)C(C(C)CC)O,48.859,0.239,44.06458258628845,0.5795115232467651,0.09812762057577006,0.6195947806616594
CC(COOC(C)CO),48.859,0.239,43.99377763271332,0.529615581035614,0.09957678968637679,0.3419493567190701
CC(C)C(C(C)=N)C,48.859,0.239,44.69414174556732,0.5579061508178711,0.08524239657857671,0.5312799053316832
CC(C)(CC)C(C)CC,48.859,0.239,44.17750358581543,0.5440267324447632,0.09581645989857697,0.5456732277192704
CN(COOC(O)(O)),48.859,0.239,44.71945285797119,0.5553936958312988,0.08472435256613542,0.18125859002187347
CC(CO)C(O)(O)F,48.859,0.239,44.82319176197052,0.5873151421546936,0.08260112237314479,0.42317216747782116
COC(CC)C(C)(C)F,48.859,0.239,44.36645984649658,0.5489273071289062,0.09194908110078838,0.5743759189169568
CC(C)OC(C)C(C)C,48.859,0.239,46.00598335266113,0.5578758716583252,0.058392857965551256,0.5699066584974894
C#CC(CC(C))CCC,48.859,0.239,44.63147819042206,0.49295446276664734,0.08652493521312232,0.5054285689129528
CC(CC(CO))CCC,48.859,0.239,44.31625783443451,0.5848994255065918,0.09297656860691976,0.6045431522728564
CC(CC)CC(C)(C)C,48.859,0.239,44.594066739082336,0.560600221157074,0.087290637567647,0.5339051517407362
CC(COCC(C))CCO,48.859,0.239,45.78493535518646,0.5579700469970703,0.06291706021026913,0.5743412423449016
CCCCCCC(C)CC,48.859,0.239,45.599567890167236,0.5411003232002258,0.06671098691812696,0.49159252030348993
CCCCCCC(C)CCO,48.859,0.239,44.113935232162476,0.5649332404136658,0.09711751709690182,0.5646804204500249
CC(COC(C))COC,48.859,0.239,45.27732014656067,0.5946645736694336,0.07330645026380672,0.5611328194599402
CC(C)C(C(C)C)CC,48.859,0.239,44.40242648124695,0.5887761116027832,0.09121294989158708,0.5466510747758826
CCCCCCCC(C)CCO,48.859,0.239,44.21846628189087,0.5461680889129639,0.09497807401111633,0.5565292528414066
CC(C)(CC(C)CC)C,48.859,0.239,44.42671298980713,0.5810238122940063,0.09071587650571794,0.5339051517407362
CC(CO)C(O)C=C,48.859,0.239,44.7022670507431,0.5647615194320679,0.08507609548408479,0.515604959648703
CC(C)CC(C)C=N,48.859,0.239,44.045352935791016,0.5603727698326111,0.09852119495300735,0.5429901169140726
CC(C)C(C(CC))CC,48.859,0.239,45.632262229919434,0.5973377823829651,0.06604182996132889,0.5435567265945545
CC(C)(CC(C)C),48.859,0.239,44.710025787353516,0.5697888731956482,0.0849172969697801,0.5001817914751358
CC(C)C(C(C)C)OO,48.859,0.239,44.24917757511139,0.5799462199211121,0.09434950418323364,0.4706914182082589
CN(COCC(O))C,48.859,0.239,45.2388072013855,0.5334129333496094,0.07409469695684529,0.4003397427697673
CC(CCCCC)C(C)C,48.859,0.239,44.42346930503845,0.566271185874939,0.09078226519088703,0.5112629019538562
C#CC(O)C(C)(C)C,48.859,0.239,44.16956603527069,0.49393007159233093,0.09597891820809494,0.4638695190950785
CC(C(C)(C))C,48.859,0.239,46.68500602245331,0.608588457107544,0.04449526141645743,0.4590282783168001
CC(COCCCO)C(F)F,48.859,0.239,44.00982618331909,0.5751262903213501,0.09924832306598395,0.6053436523175738
CNC(NC(C)C)(C)C,48.859,0.239,44.109137654304504,0.5231644511222839,0.09721570940247441,0.5555368553005166
CCCC(C)(C)CCO,48.859,0.239,45.451234579086304,0.5686469674110413,0.06974693343936016,0.6181883212577809
CC(CC(CC)C)(C)C,48.859,0.239,44.12031888961792,0.5485512614250183,0.09698686240778734,0.5339051517407362
CCCC(C)C(C)(C),48.859,0.239,44.502068758010864,0.5310097932815552,0.08917356560693296,0.5286347163806406
CC(C)CC(C)CC#N,48.859,0.239,44.21305537223816,0.49751555919647217,0.0950888194142705,0.5683734288391364
CC(CO)C(O)(O)O,48.859,0.239,44.20885503292084,0.5173431634902954,0.0951747880038307,0.32717235999811595
CC(C)CC(O)C(C),48.859,0.239,44.471325278282166,0.5489655137062073,0.08980279419795403,0.5958243786434456
CNOC(C)(C)CCC,48.859,0.239,45.13207674026489,0.5637778639793396,0.07627915552375425,0.5864138492933718
CC(C)CC(C)CCCCC,48.859,0.239,44.70372438430786,0.5831717848777771,0.08504626815309646,0.5042866855865072
CC(COCC(C))=C,48.859,0.239,45.12777268886566,0.5836129188537598,0.07636724679453816,0.4009143058127051
CC(CCCC(C)(C))C,48.859,0.239,44.47643041610718,0.5509830713272095,0.08969830704461458,0.5435567265945545
CC(COCCO)C=O,48.859,0.239,44.07637536525726,0.5443154573440552,0.09788625708145354,0.41704885401633945
CC(C)CC(C)CCN,48.859,0.239,44.25037741661072,0.5585007667541504,0.09432494695735245,0.6171313535448821
C#CCC(C(C))CCC,48.859,0.239,44.37461018562317,0.5332707166671753,0.0917822676349666,0.5054285689129528
CCC(C)C(C)(O)O,48.859,0.239,45.69887042045593,0.5939704179763794,0.06467855624437809,0.5247302632959747
CC(CN)OC(C)(C)C,48.859,0.239,44.02946174144745,0.5469182729721069,0.09884644095361249,0.6097937362292368
CC(COOC(O)(C)),48.859,0.239,44.241023659706116,0.5746852159500122,0.09451639084495969,0.2564866242394433
C#CCOCC(C)CCCC,48.859,0.239,44.44042265415192,0.5467311143875122,0.09043528000671494,0.4216010460060466
CN(CCOC(C)(C)),48.859,0.239,43.99603247642517,0.5586105585098267,0.0995306396687372,0.5452483657826244
CC(COC)(C)CC,48.859,0.239,45.14802157878876,0.5457759499549866,0.07595281158458513,0.548163331760164
CCC(C)C(C)(C),48.859,0.239,44.33750629425049,0.5446262359619141,0.09254167514172441,0.5001817914751358
CC(C)C(C)CCCC,48.859,0.239,44.4753360748291,0.5862805843353271,0.08972070499131993,0.5435567265945545
CCC(OC)(C)CCC,48.859,0.239,44.30836856365204,0.5777797102928162,0.09313803877173014,0.5680709488160851
CN(CO)CC(C)(C)C,48.859,0.239,44.60632622241974,0.5434356927871704,0.0870397220078238,0.5630941272537857
CC(CCC(C)C)CCO,48.859,0.239,44.69450294971466,0.57687908411026,0.08523500379224587,0.6280484527141117
CCCCOCC(C)CCO,48.859,0.239,44.30059552192688,0.5660079121589661,0.09329713006965189,0.5755823494209893
CC(C)C(C)C(C)CO,48.859,0.239,44.251033663749695,0.587550163269043,0.09431151550891968,0.6183893785577846
CC(C(C)CCC)(C)C,48.859,0.239,44.78503465652466,0.5685321688652039,0.08338208607370891,0.5339051517407362
CCC(CCC(C))CC,48.859,0.239,44.235684275627136,0.5678808093070984,0.09462567233002855,0.5302717025211113
CC(C)CCCOCC(C)C,48.859,0.239,44.08104956150055,0.5704183578491211,0.09779059003457811,0.5396712514506112
CC(C)CC(C)(O)C,48.859,0.239,45.4321551322937,0.5963337421417236,0.07013743358861828,0.5829747349344339
CCOCCCC(C)C#C,48.859,0.239,45.694639682769775,0.619140088558197,0.06476514699912454,0.4193791478191848
CCC(C)OC(C)(C)O,43.434,0.058,41.42362952232361,0.5450571775436401,0.046285639767840614,0.5899589105008113
CC(C)C(C)CC(C)F,43.434,0.058,40.22396147251129,0.5142205357551575,0.07390612256501142,0.5533813800024231
CC1C(C(C)C)C(C)O1,43.434,0.058,40.69785237312317,0.5204031467437744,0.06299552486247706,0.5249720406117073
C#CCC(O)C(CC)O,43.434,0.058,41.383986473083496,0.5039153695106506,0.047198359048591,0.5307222246375567
CC(CN)CC(C)(C)C,43.434,0.058,40.42628049850464,0.518692672252655,0.06924804304221023,0.606173363031742
C=C(C)CC(C)C(C)=O,43.434,0.058,39.84469175338745,0.5030776858329773,0.08263821537534066,0.5295580819392296
CC(C)OCCOCC(C)C,43.434,0.058,40.31612932682037,0.5552712678909302,0.07178410169866059,0.5538040515641582
CC(CC(CC)C)CCO,43.434,0.058,41.12553060054779,0.5279884338378906,0.05314890176940201,0.6280484527141117
CC(CC(C)C)CCC,43.434,0.058,40.59715509414673,0.506117582321167,0.06531392240763616,0.5435567265945545
CC(C)(CC(C)CF),43.434,0.058,39.81959342956543,0.4295448958873749,0.08321606507424065,0.5340812598540849
N#CC(C(NNN)(C))O,43.434,0.058,40.70513367652893,0.5035661458969116,0.06282788422597659,0.20588172369570223
CC1C(C(C(C)CC))O1,43.434,0.058,40.03562033176422,0.5270140171051025,0.07824238311543437,0.5307705196871425
CC(C)(OC(C))CO,43.434,0.058,41.78193509578705,0.5405644178390503,0.038036213662406164,0.5934450596692723
CNC(C)(C(C)CC),43.434,0.058,43.05451452732086,0.5471788644790649,0.008737060198902604,0.5893137410771848
