SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_des,Err_joback_pred
CCC1=CNC1CC(C)O,41.2516,41.30308,0.001247988,44.587837434080676,0.07482393464390408,0.07366935969785278
CCC1NCC2(C)CC12,36.7004,36.654198,0.001258905,38.6882302882612,0.05138074999683686,0.05257496331845316
CCCC1CC12CC2O,38.1941,38.1427,0.001345752,38.73359123829564,0.01392825248184702,0.015255266021174664
C#CC(O)CC(O)CC,39.9697,39.914757,0.001374622,42.607851160548506,0.061917019720328495,0.0632065238493439
C1COCCC2(C1)CC2,35.138,35.186478,0.001379636,34.289361227193645,0.02474933164206421,0.02616312292498717
CCNC(N)C(C)C#N,39.2775,39.332645,0.001403995,43.44550682262886,0.09593642996605399,0.09466713875430378
COCCC1CCCCO1,39.3512,39.406494,0.001405145,44.30232857958418,0.11175775040108851,0.11050964444880941
CCCC(CC)OCCO,42.1383,42.200233,0.001469766,51.82767338591833,0.18695366303189967,0.18575868367137865
CC(C)CC(=O)OCC=O,39.0832,39.143867,0.001552265,44.50886501642896,0.1219007722265275,0.12053774039056384
COCCC(C)CCOC,42.2153,42.149483,0.001559086,52.327716900747035,0.19325163602929274,0.1945094206967347
CCCC(C)CC(C)=O,41.5585,41.6242,0.001580878,45.22688673909886,0.08111075078549501,0.07965807507117922
CCC12CNC1=C1CC12,32.0377,32.088947,0.001599593,33.60088114380291,0.0465220283097013,0.04499685997317248
CC1CCC=CC1C#N,32.7051,32.652676,0.001602942,35.264809752624174,0.072585383859435,0.07407196496869792
CCCN(C)CCC(C)=O,42.1111,42.178864,0.001609161,49.398073409093115,0.14751533625098304,0.14614354186056613
CC1C=NN=CN=N1,24.6361,24.59557,0.001645163,26.53168384808191,0.07144604386724412,0.07297365139611683
CCCC1CCC(C)CC1,42.0398,42.109234,0.001651622,48.00875352805022,0.12433052494401302,0.12288424702806104
CCCN1CCC(O)C1,37.6371,37.574757,0.001656434,40.50717000267375,0.07085338231439797,0.07239244317685475
CC1NC2C3CCCC132,32.0653,32.011593,0.00167493,34.49401119517317,0.07040964825549274,0.0719666431696568
Cc1ccccn1,22.1937,22.15618,0.001690596,21.98900594260097,0.009308927285451405,0.007602620047282428
CCOC1CCC1CC.O,41.9044,41.833424,0.001693769,42.89022997910417,0.022984954372696462,0.024639783456955996
CCCC#CCC(O)C=O,40.4573,40.52691,0.001720552,44.613232476654794,0.09315470424227863,0.09159440483926116
C#CC#CCCCCCC,41.6049,41.532513,0.001739875,48.26834049507467,0.13804991898892005,0.13954959764489924
C#CC#CCCCCCC,41.6049,41.532513,0.001739875,48.26834049507467,0.13804991898892005,0.13954959764489924
C1=NCN2NNNC=12,21.4212,21.38379,0.001746445,24.938205240537005,0.14102880326047365,0.14252891121287706
COCc1nnco1,25.529,25.573698,0.001750873,26.384345542142768,0.03241867571725647,0.030724565096676332
CC1C2CCC(O)NC12,34.3803,34.44145,0.001778583,36.31168540250716,0.05318908723454095,0.05150505634139539
C#CC(CCC)CCC=O,41.7328,41.65824,0.001786574,48.44033871261396,0.1384701034484572,0.1400093164676383
CCC1CC(C)OC1C,39.1346,39.061047,0.001879498,42.87353165184331,0.08720838960049976,0.08892397022019975
CCCC1CCCC1,35.6734,35.606003,0.001889284,37.64548358295792,0.052385662110359554,0.054175969833501945
C#CC1OC1(O)CCC,37.5825,37.51116,0.001898176,38.42558664374843,0.021940761804493947,0.023797337233293886
C#CCC(C)CC#N,32.7776,32.715378,0.001898314,36.489069937797076,0.10171456669419143,0.10341978965838505
CCC1CC2CCC12,31.2864,31.22601,0.001930252,35.093789556093164,0.10849183300673508,0.11021265030130156
CC(C)C(C)(N)CN,39.4,39.476467,0.00194079,44.31983395450237,0.11100749970211872,0.1092821547904365
CCCC1CCC2C(C)C12,39.7964,39.87382,0.001945434,46.56868523144991,0.1454257340053974,0.14376324343656943
CCC1(COO)CC1CO,41.5585,41.64117,0.001989256,44.16021130670198,0.05891528209936645,0.05704323489773873
CCCN(C)CC(C)C=O,42.0589,42.14276,0.0019939,50.28469650187507,0.16358449138831602,0.16191678717940478
CC#CC(C)OCCC,40.2399,40.15947,0.001998772,44.07173477456555,0.08694540376425025,0.08877038298078015
CCNCCCC1(C)CC1,42.1111,42.196903,0.002037544,48.941467772087364,0.13956197235226578,0.1378087964892212
N#CC1CCCC(O)C1,33.4836,33.55226,0.002050596,34.729205615546604,0.0358662282499489,0.033889217869692505
C#CC1CCC1OCC,36.7306,36.80644,0.002064721,39.69375506420016,0.07465040935047819,0.07273978134671949
O=CC1=CC2NCOC12,26.8307,26.774683,0.002087795,30.494914696059833,0.12015822088963825,0.12199515011401278
CC1=C2ON=CN=C12,22.1937,22.240295,0.002099488,25.224007243471867,0.12013583782394964,0.11828858970233887
CC(C)(N)CN(O)CO,41.5585,41.64722,0.002134837,44.11484874147918,0.05794758033649469,0.05593646610781605
CCC1CC=CCCC1O,40.4684,40.554806,0.002135141,42.69309122565403,0.05210892820797251,0.05008504102811715
CCCN1CC(CO)C1C,42.0589,41.969044,0.002136439,47.62169323859599,0.11681216815884879,0.11869903932804061
CC(CO)C(C)CCO,42.1383,42.048164,0.002139043,45.80432607545251,0.08003667752721738,0.08200452658696607
C=CCOC(CCC)NC,42.0398,42.129833,0.002141619,50.38243558097704,0.16558619059946714,0.16379919878452615
CCCC1CCC(=O)C1O,39.4817,39.396393,0.002160676,42.46078975801775,0.07016095967586701,0.07217003676760633
C#CCOC1CCCC1,34.6343,34.559166,0.002169354,38.0512299979769,0.08979814839516527,0.09177269691840619
CCc1nc(CN)co1,33.1078,33.180862,0.002206804,32.01729578445529,0.03405984761755411,0.03634180173672343
N=c1cc(F)nc[nH]1,22.7106,22.659966,0.002229553,17.89289769687771,0.2692522130701598,0.26642237517258804
CCCC1CC(O)CCO1,41.1564,41.062283,0.002286824,44.33318440071431,0.07165703171692593,0.07377997869834062
C#CC(CCC)CCO,40.4395,40.532997,0.002312025,45.02897714109135,0.10192274913798136,0.09984637507984895
CC1(C=O)N=CN=CO1,26.4047,26.34297,0.002337845,30.33326618778681,0.12951345771556189,0.13154851716540286
CCC1(COC)CCC1C,42.0266,41.92762,0.002355177,47.78822628564688,0.12056581157056612,0.12263703303437118
COCC1=CCC(O)O1,33.7656,33.685455,0.00237356,36.18354912192293,0.06682454266096138,0.06903949951137833
CCCC#CC1CC1O,37.5969,37.50732,0.002382633,38.84805139828143,0.03220628456892893,0.03451219173224063
CC(C)CC1(C)OC1N,40.09,39.992905,0.002421934,43.577107461127014,0.08002154489573882,0.0822496643294717
CCC(NC)C(C)=N,37.1688,37.07835,0.002433491,38.63483575695424,0.03794595546301387,0.04028710686764268
CC1=NOC=CC=N1,25.8581,25.921705,0.00245978,26.834615104179793,0.03639012895801474,0.03401986950942321
CC(C)COC1OCC1C,41.5585,41.45359,0.002524384,47.0051737501337,0.11587392015795295,0.11810580213242826
CN(C)OCC(=N)C=O,35.5367,35.445812,0.002557575,37.803050382032566,0.059951521348915744,0.06235577177531004
C#CC=C=CC(C)OC,38.3724,38.27366,0.002573236,41.01992924037826,0.06454251115021786,0.06694963378130236
CC1N=NC=NN=NC1=O,30.4491,30.527779,0.002583939,31.227310406081667,0.024920827184979257,0.022401269817506637
CCNN1OC1C(C)CO,41.9044,41.79584,0.00259063,45.54810348659107,0.07999682111163502,0.08238023538555672
CCCC(C)C1OCC1C,41.8426,41.951473,0.002601971,48.87495058990968,0.14388455650657014,0.14165697369193953
CCCC(C)C1OCC1C,41.8426,41.951473,0.002601971,48.87495058990968,0.14388455650657014,0.14165697369193953
CC1CCC2CCCCN12,37.8113,37.91017,0.002614867,41.93151797336047,0.09826064431958045,0.09590275209963241
C1CC2CN3CCC(O1)C23,32.1446,32.059242,0.002655431,37.54317583780566,0.14379646146955274,0.14607005708567122
CCCC#CCC1CO1,36.535,36.436424,0.002698118,39.38122364419601,0.07227362130520013,0.07477674312006842
CCCC(C)C(O)NCC,42.1186,42.232643,0.002707667,52.348882852115054,0.19542504624244753,0.1932465279286533
CCCC#CCC(=N)C=O,39.0488,39.154545,0.002708017,41.8431817208919,0.06678224757216994,0.0642550735942121
C=COC(CC)CC(C)N,42.1943,42.078487,0.002744745,51.264922876488036,0.1769362434883942,0.17919535153931282
CCCC#CCC1CCO1,39.4817,39.373062,0.002751601,43.741596083630526,0.0973877605080057,0.09987139187326936
CCCC(C)COCC.N,42.1111,42.226997,0.002752181,48.725495570824044,0.13574814362246582,0.13336957366351
C=C=C(C)CC(N)C#N,36.1526,36.05301,0.002754739,41.24242512611818,0.12341236264728944,0.12582710910546827
CCNC1COCC(=O)C1,37.6304,37.526234,0.002768143,40.585074526026816,0.07280199828466521,0.07536860685238383
CCC1=NN=CN=NN=C1,31.6631,31.575117,0.00277872,33.59759355219302,0.057578336650445844,0.06019706587173135
C#CC#CCCOCCC,40.6383,40.523193,0.002832467,46.398563655298695,0.12414745633275383,0.126628287438974
CCN1CC1CCOC=O,38.8687,38.97918,0.002842374,40.66978486502628,0.0442855764052766,0.041569063387893776
C=CN(CC)CC(C)C,41.9864,41.866478,0.002856211,46.725358873052244,0.10142156181031119,0.10398809105465188
N#CC1=CC=NCC1N,30.2125,30.29892,0.002860395,32.13488002140993,0.05982222495086768,0.05713293530850951
CCC1(COC)CC1O,39.2608,39.148384,0.002863312,41.05803349160769,0.04377300466606715,0.04651098285060395
C#CC1CCCC(O)C1,35.1922,35.29303,0.002865117,36.9704600888426,0.04809948495553794,0.04537217239957568
CCCN1OCCC(C)O1,40.4395,40.555916,0.002878765,41.75691769145337,0.03154968719645244,0.02876174195441585
CCCC1CC1(C=O)CC,42.2153,42.093193,0.002892481,46.33917190290627,0.08899321532000953,0.09162828614639047
C#CC#CC1CC1CO,34.5953,34.6968,0.002933931,35.651576483377426,0.02962776369426226,0.026780764767094876
CC12NC1C2C=C1CC1,33.7149,33.813866,0.002935369,32.88098377177397,0.025361656877854407,0.028371481665546816
CCC#CCCC(O)OC,41.7237,41.848427,0.002989352,47.17391258965984,0.11553446153742368,0.112890479023509
CNC1=CNC1(C)C=O,36.0941,35.985916,0.002997273,35.23524468134622,0.02437489299197246,0.02130455813327152
CC1(CCO)CC1O,34.7615,34.865837,0.003001513,35.08599180708005,0.009248471836403132,0.006274720928243064
CCCC1OCC2CCC21,38.2551,38.371723,0.003048565,43.620411392495384,0.12300001813872057,0.12032643033252972
C1=NC2=CCC(=C1)OC2,25.9106,25.990181,0.003071367,28.87409930417838,0.10263521202718631,0.09987907410712019
CCCN1CCC(CO)C1,42.1186,41.988846,0.003080686,45.97916817237272,0.08396341921410394,0.08678543633963261
CC(C)(C#N)CCC#N,36.2374,36.35007,0.003109245,39.694616626123306,0.08709535246772195,0.08425693230961284
COCC1OCCC1(C)O,39.6408,39.76406,0.003109447,43.00103142804652,0.07814304253769312,0.07527659966628776
CCc1ncc(N)cn1,32.1677,32.066566,0.003143947,29.530227703953546,0.08931432302140187,0.08588956107869386
CC=CCC,25.0546,25.13434,0.003182661,25.314034832049817,0.010248655884811725,0.007098624665804192
CC1CN2CCN1CC2C,41.3203,41.188744,0.00318382,42.80265230824647,0.03463225357090488,0.03770580142145846
N#CCNC1CCCC1,33.6186,33.511417,0.003188194,36.38249061681579,0.07596760337068104,0.07891360839075681
CC1CNC(C)C1,29.2854,29.380045,0.003231813,31.40082917484312,0.06736857689534852,0.06435448451348795
C1CC23CCC4C2C43O1,27.9007,27.809082,0.003283716,30.30432343487794,0.0793161886634154,0.08233945365056754
COC1CCC2C(C)C12,35.1922,35.07553,0.003315195,39.22691022197496,0.10285567227047906,0.1058299060130755
CCNN(C)C(O)CC=O,41.291,41.430126,0.003369407,46.61761439962931,0.11426184004112552,0.11127743164117293
O=CC1NC2=COC21,24.3379,24.42006,0.003375772,26.134542256625327,0.0687458857700047,0.065602153647466
CC1=C=C2C=CN=C12,25.0546,25.139217,0.003377319,27.42381576205978,0.08639263706466176,0.08330710729250423
CCC1=CNC1(C)C=O,36.38,36.502872,0.003377473,36.532506428987304,0.0041745405364876035,0.0008111797378289543
C#CCCCCC1CC1,38.0326,37.90323,0.003401588,42.144258298281756,0.09756152947765574,0.10063122402737039
C#CC=CC(C)C(=O)OO,36.1526,36.02929,0.003410841,39.92847617400875,0.09456599739878475,0.09765426952473844
CCC1C=COOCC1C,37.8318,37.961395,0.003425564,42.451414034796215,0.10882120513134494,0.10576842107346228
CCC1NCC2COOC21,34.7712,34.65174,0.003435572,39.89948131512503,0.1285300246041296,0.13152404848771124
C=C(C)C#CC(C)NC=N,40.4087,40.26966,0.00344082,42.407274888188766,0.04712811406670708,0.05040679680136983
C#CNC(C)C#CCC,38.567,38.432915,0.003476684,41.44777495179645,0.06950372981774712,0.0727387647540239
O=C1NCC2CCC1C2,29.4293,29.531824,0.003483743,32.21831220923748,0.08656605569915074,0.08338389024820562
CC1C=CC1(C)CCC=O,39.577,39.43803,0.003511377,43.393329955114744,0.08794738636242683,0.0911499522900417
CCCC1(CC)CC1=O,38.3655,38.22728,0.003602725,40.476962204337255,0.0521645422321492,0.05557932418397231
CCN(CC)C1C=C(C)C1,42.0747,41.922947,0.003606753,46.9604018633553,0.1040387575381413,0.10727026736298412
CCC1(CCO)CC1CO,42.2353,42.082947,0.003607249,46.02998814647796,0.08243947694277898,0.08574934092786589
Cc1c[nH]cc1O,25.9753,26.07006,0.003648109,20.649593998865086,0.2579085090693608,0.2624974612785524
Cc1nnn2c1C=N2,22.0513,22.132519,0.003683174,19.72073936084414,0.11817815734552176,0.12229661348014614
O=C1Nc2cnncc21,24.371,24.460772,0.00368354,19.575253381031654,0.24499027040004523,0.2495762646782592
C#CC#CCCC(O)CC,41.5791,41.42562,0.003691253,45.84721451453182,0.09309430375926098,0.09644194443111351
N=CC1=Nc2cnoc21,22.6633,22.747131,0.003698991,20.198219644566894,0.12204443752032303,0.12619485282796872
CCCC(C)C1CC1C,41.8835,41.72846,0.003701734,45.8203269232064,0.08591878730600104,0.08930243841481661
CCCC(C)C1(C)CCC1,42.0398,42.19629,0.003722403,49.075798163525825,0.1433700199858416,0.14018127918373469
C1=C2CC=C2CC1,22.2918,22.208456,0.003738772,24.140294321009137,0.07657298193752368,0.08002546677021534
CC1=CC2NCC12O,29.2854,29.174936,0.003771972,28.92692576437667,0.012392406940968083,0.008573681062532841
CCCC#CC(CO)OO,41.291,41.135246,0.003772099,44.80409223505517,0.07841007505797644,0.08188640929956456
CCC=CCC#CCCC,41.6338,41.792297,0.00380694,48.0202648842861,0.13299520316423685,0.12969457580655933
CC1=CN=NC=NN1F,25.8581,25.958076,0.00386635,29.035157347514588,0.10942104805870954,0.10597777414070007
CCCC#CC(=O)CO,36.9687,37.11251,0.003890066,38.254611214173885,0.033614541446376996,0.02985525608349979
O=CC1=CC2CC2C1,25.4056,25.504696,0.003900553,28.743846603731246,0.11613778245316364,0.1126902271775543
CCCC(O)C(O)OC,40.805,40.96543,0.003931656,43.93454923567652,0.07123207794596441,0.06758050981129642
C#CC1=CC(C=O)N1,27.2855,27.17641,0.003998069,28.438035207540587,0.040527947839201744,0.044364007510830264
OCc1cnoc1,21.6499,21.736979,0.004022122,21.25927876305659,0.018374152825081442,0.02247019958990983
CCCN(CCC)CCO,42.0398,42.212727,0.004113402,52.39663872598962,0.19766227334068381,0.19436192804746127
CCCC#CCC(=N)C=N,39.8866,40.050743,0.004115244,41.05177370570303,0.028383029538651988,0.024384590855424215
CCNC1CCC(C)C1C,41.9044,41.730793,0.00414293,48.35401684663241,0.13338326921399477,0.13697360175142687
CC1NCCN2CC12O,34.0066,33.86519,0.004158352,34.43539347205479,0.012452114781344644,0.01655864546799872
C#CC1N=CCO1,22.0513,22.143478,0.00418018,24.990070602655166,0.11759753101069366,0.11390894599364265
N#CC#CC1CCOCC1,34.0066,34.148766,0.004180529,36.08061523490166,0.0574828123467089,0.05354258020059842
C#CC1=CCC(O)C1,29.6626,29.536345,0.004256386,30.690601649827183,0.033495649956832,0.037609450052396805
CCCC1OC(=O)C1C,35.5917,35.43782,0.004323468,39.85530966832001,0.10697720589307187,0.11083817200475451
CC12C=CC3CC34C1C24,30.5022,30.634401,0.004334157,31.418381056305364,0.029160670457954643,0.024952910683092834
CCCC#CC(C)CC,41.484,41.66434,0.004347242,45.941511614341536,0.09702579339923233,0.09310036749000507
CC(C)(C)NC(N)C=O,41.0882,40.90944,0.004350663,44.42758224997111,0.07516461803350284,0.07918824459490818
CC1C=NCC(C)C1=O,33.732,33.584724,0.004366049,35.565795089690475,0.051560638109340105,0.05570158307144751
CC1=C2N=CC1=N2,21.1506,21.056519,0.004448169,22.169383576768578,0.04595452883210366,0.05019826432768989
CCNN(C)CCOC=O,41.095,40.91145,0.004466494,43.566742210473215,0.05673461188656476,0.06094768797826006
O=CCC12CCC1C2,28.7777,28.906586,0.004478666,30.670057134461487,0.06170047633641992,0.05749813659394899
O=CC1CCC(OO)O1,30.047,29.91206,0.004490971,33.672578168722794,0.10767153469972364,0.11167894985290432
CCCCC(CC)CCO,42.0398,42.22981,0.004519736,53.69745022569432,0.21709876682591744,0.2135602375437751
CCC1=CCOCC(O)C1,39.2775,39.455822,0.004540055,41.302072670868974,0.04901867000725449,0.04470116271358862
CCNC(O)C(O)NCO,42.2153,42.021408,0.00459293,46.31198039526462,0.08845832893130832,0.09264497779290232
CCC1OC2CC(C)C1N2,37.6827,37.50844,0.004624453,42.84775515407956,0.1205443584035182,0.12461131592260787
O=CC1CC2C=CC12,25.0092,25.125526,0.004651345,28.82911638578505,0.13250202797296137,0.12846701009577943
OCc1ccccc1,26.7099,26.836464,0.004738465,25.938158663136726,0.029753127308920088,0.03463257930255258
CC(C#CCN)CN,35.6108,35.78087,0.004775757,39.7425757922588,0.10396346260635685,0.09968417278656792
CCCC#CCCCOC,41.8009,42.001945,0.004809597,49.59503857020268,0.15715561061959732,0.15310187851662865
COCC1CCC(C=O)C1,38.1965,38.38062,0.004820312,42.82014546575766,0.10797827553984117,0.10367843026847849
CC1CC2C3=C1C2CO3,28.3032,28.166248,0.004838735,33.59196341429697,0.1574413305072259,0.16151825802441036
CCCC1=CC(C=O)N1,34.7712,34.939636,0.004844131,37.106508292143545,0.06293527468975012,0.058396017083675054
CCCC(O)CC(O)CC,42.0266,42.23118,0.004867829,51.276324245151464,0.18038976820820163,0.1764000126433935
CCCC1(CC)CC1CO,41.9864,42.1913,0.004880138,48.399808501082624,0.1325089643885505,0.12827547656399824
CCC1(COC)CC1O,39.3406,39.148384,0.004885942,41.05803349160769,0.04182941425966569,0.04651098285060395
CCCC1C2CC(=O)N12,33.2805,33.117798,0.004888813,36.61625357902703,0.0911003517011274,0.09554378826540756
CCCC1=CC2C3C1C23,32.6079,32.44702,0.004933728,37.2062334296109,0.12359040423455693,0.12791441086383215
CCNC1CCC(C)C1O,40.9266,41.12877,0.004939793,45.98419649202773,0.10998553585479225,0.10558902541375295
COC1=CCC(CO)N1,34.6306,34.459404,0.00494349,36.18574232027948,0.04297665932938275,0.0477076939585676
CCCC1(CC)CC1CO,41.9864,42.19494,0.004966814,48.399808501082624,0.1325089643885505,0.12820026965486503
CC1CC(C=N)NNO1,33.732,33.89982,0.004975051,33.402030468900776,0.009878726726102599,0.01490297218795406
N#CCC=CCOO,30.7263,30.57331,0.004979094,32.052702758566056,0.04138193176897002,0.046155008197263196
CCCC1OC2CC(N)C12,38.5094,38.70285,0.005023458,44.89946763252678,0.14231945208850508,0.1380109377519151
CCC12C=CCCCN1C2,37.6827,37.490166,0.005109355,40.10402628698275,0.0603761395341167,0.06517700413115814
CCC1(O)CNCC1C,39.7424,39.538647,0.005126849,39.40100329648011,0.008664670311844305,0.003493406055783893
CCC1CCCC1C=O,35.5908,35.77329,0.005127413,39.21792413583468,0.09248638768517728,0.08783315822387454
CC1CCCc2occc21,32.6647,32.83295,0.005150838,32.2822671321707,0.011846530674674649,0.01705837032989901
CCc1ccccn1,26.8633,27.001982,0.005162498,27.46100411229993,0.021765559258345356,0.016715416174251558
COCC(O)CC(C)CO,41.9864,42.203896,0.005180143,49.40654740537549,0.15018550769180375,0.14578333811262906
C#CC#CCOCCCC,40.267,40.476234,0.005196176,46.398563655298695,0.13214985922518896,0.12764036618237792
CCCC(C)CCCCO,42.0091,42.227997,0.0052107,53.69745022569432,0.21767048857194018,0.2135940007856493
c1cn2nncc2[nH]1,21.3689,21.25706,0.005233817,20.34486380805848,0.05033389270150359,0.044836682149732694
CCNN1CCC(C)C1C,42.1943,41.971256,0.005286111,47.58262611529513,0.11324146133168313,0.1179289705805328
