SMILES,des_cv,pred_cv
CCC1NCC(OO)N1,34.1132,33.963726
NC1CNC1CN=CO,29.2094,33.75749
CC1C2CCC(O)OC12,35.2779,35.706738
CC#CC=CCC(C)O,33.2535,39.247772
C#CCC1CC1COO,26.2392,34.504772
C#CC1=CCC1=O,30.0824,22.82119
CC1OC2=CC1C2O,29.3816,27.199535
CCC1C=NC(NO)C1,33.7827,34.44122
CCCc1oncc1O,34.9997,32.696304
CC(C)NC#CCCN,33.191,40.178818
CCCCCCCOO,39.7195,39.89887
C#CC12CN1C2CC,39.7315,31.301176
CCCCC(=N)C(N)N,28.3394,41.010254
CCCC1CC(C=O)N1,35.9176,35.913063
COC1C2CCNC21,27.9899,28.913338
CCC(C#N)NCC=N,40.9564,35.936317
C=C(COC)C(O)C=O,31.9021,35.76805
CONCC1(C)CC1C,40.9564,38.67445
CCC1NCC(=O)N1,26.9253,29.678265
CC(C#N)CC=N,39.1638,28.427315
C#CC(CCN)=NO,33.5877,32.18498
CC1=CCC(C)C#C1,33.1443,30.69557
CC1=C2C(=O)C1C2N,33.8052,28.07473
C#CCNC1OCC1=O,33.2184,31.504528
CC1CNC(=N)CO1,31.9643,29.387825
CC1=C(O)[CH]N=C1,34.9093,25.74567
O=CCNC(O)C=O,26.9927,29.62033
CCC1OCC(OO)O1,35.3705,33.080322
N=c1ncc(O)no1,24.4075,22.969507
N#CC1CC=C1OO,26.745,25.246002
C1=CC2CC2C2=NN=C12,25.9423,25.501568
CCC1CC(C)C=CN1,26.9163,36.877827
C#CC12CC(N)(C1)N2,35.1019,30.379042
CCCCOC=N,33.5877,33.50999
OCCC1N=C2N=NN21,23.1702,27.742365
Oc1ccn2c1C=N2,28.3083,22.570677
CCCCNCCCO,27.3674,41.507484
CCCc1nc1=O,22.4041,24.588379
CC(C=N)C(=O)CC=O,36.036,34.57821
CCCCN(C=O)CO,37.3113,37.86367
CCC1NC2CCC1C2,34.3832,35.295525
C#CCC1NNOC1=O,25.3904,28.809603
CCC1C=CC1C=CO,37.2733,35.92414
C1=CC2CCCNC2C=1,33.7827,30.525501
CC1C2CC3CNC3C12,33.5336,32.555397
CC1CCC2OC2NC1,29.0134,33.252018
CC1CNCCO1,26.9927,26.073711
C=CCC1OC2(C)CC12,31.4176,34.341187
CC=CCC#N,33.4384,27.135794
CC(C)(C)C=NCC=N,38.6737,39.944756
CCCCC1NC1=O,27.3674,32.00396
C1C2OC2N2C3CC2C13,21.5437,26.976633
CC1CNC2CCC1C2,31.2223,32.467903
O=CC1CC2OC=CC12,27.5275,29.810547
N#CC1CCC1COO,21.9871,31.630136
CCC1NC1C1=CCC1,36.0261,34.15491
O=C1C2NCN1CN2,22.7602,23.041008
CC1CC(C)C(=N)CO1,35.5212,35.56053
CC#CC1NCNC1=O,32.1943,31.13543
OC1CCCCO1,27.5196,25.934082
CCC1CC(CC)N1,33.2535,34.811153
COCCC1CNNC1,33.6295,34.48197
C=CC1=CC(=O)C=C1,23.2294,25.734238
CCC1C=CC1CC,33.2184,33.844536
CC1(CO)CC1=O,41.8232,28.151146
N#CC1=CC(N)C(O)C1,35.3059,32.21509
N=C1CN=NOC(=N)C1,21.372,28.607191
C=CCC(C)C(N)=O,40.8423,34.23266
CCC1CN(O)C1OC,21.4072,37.91031
C=C1CC(C)OC1O,39.9794,31.026703
OCCCCC1C2CC12,30.6449,35.29806
N=CC1CNC2=CN=C21,25.9489,27.838634
CCCC1CC1N1CN1,36.6951,35.900703
CC1CCNC1CCO,30.6026,38.14965
C#CC1=CNCC1,27.0996,24.417389
N=CC1C=CN=CN1,23.1064,28.194765
C#CC1NCCC1C,32.6886,31.62751
CNCC(=N)N,25.0537,26.324852
N=COC=NCCC=O,32.2607,32.234966
CC#CC1CC1=O,30.1025,26.093653
CCCCN(C=O)CO,35.1935,37.86367
CCNC1(C(C)C)CO1,35.0693,40.292427
C#CC1=NC(=O)N1,26.9244,21.566877
C#CC1=CCNN1C,26.9528,28.587048
O=C1C=CCN=C=C1O,28.3051,28.590694
C=COC1COC1C=O,29.2094,31.625582
CC=C(C)CCC1CN1,36.9223,39.032494
CC1CC1CC1NC1=O,31.0292,34.011265
C#CC1CN=CNC1C,39.2632,32.951874
COC12CNC(C)N1C2,39.0301,33.94129
CCCC(C=N)CCO,39.4312,39.87548
CCC(C)C(N)CCO,38.9392,42.089336
C#CCC(=O)C=COC,28.9943,34.734455
COC1NCOC2CC21,25.2878,32.550293
C=CCC1(C)CC1CO,39.6219,38.524796
N#CCCC1=NOC1,24.352,25.938984
C#CC1CCNCC1,32.7643,31.035229
CCCC1CCC2C=C21,31.2855,34.911945
COC(=O)CNC#N,27.4788,29.596367
COCC1C2=C(CO)C21,31.2855,34.27659
C#CC#CC(=N)OO,41.8051,27.0058
C#CCC(COO)NC,29.578,36.455685
CC1(CC=N)C=CC1O,38.7805,35.31244
CCCC=CC(C)(C)O,39.7886,42.0052
C1=COCC2CC2CC1,25.5276,31.794985
C#CC1=CNCC1,36.2795,24.417336
O=C1C2C3NC12CO3,23.2835,23.271112
C#CC1C=NC2CCC12,36.036,29.78059
COC1N=NC=CN=N1,22.9521,27.526949
CCOC1OCO1,28.3051,25.259287
CC1C2OCCC(N)C12,40.1421,34.29436
CCCc1ccnnc1,34.3005,31.35279
C#CCCC=C(O)C=O,31.671,34.97652
OCC1CC(O)CCN1,40.109,35.239494
CCCC1=CC(C#N)C1,41.5254,34.087433
COC1NNCCC1C,22.9782,34.67389
O=C1NC1CCCOO,23.7751,32.98373
C#CCC=C1C(C)C1O,37.031,36.06092
C#CC(C#C)CC=C,34.6288,32.108498
CC(CC=O)C1NC1C,34.891,37.408653
O=C1C2CC3CCC3C12,27.7221,29.181545
CC#CC=CCC=N,40.9564,35.595528
CCC=NC=C1C2CC12,33.2418,32.887554
O=CC1CCCN=C1O,27.714,31.88089
C1=NC=NC=NC1,27.5275,21.061485
OCCC1=C=N1,30.086,21.237995
N=C1CN=NON=N1,23.7274,23.976532
CC1CC23NCC2CC13,28.2448,32.636677
COC(=O)CC(C)=N,29.5231,31.954424
CC(C=C=N)CCC=O,37.8609,36.859413
C#CC1=CC(=N)C1C,33.7827,29.087103
C1CC2CC3OC2N3C1,23.8638,26.932539
COCCC1=C(C=O)C1,30.6026,34.081234
CC1CCNCCC1C,28.2991,38.29232
NCCc1ocnc1O,27.3686,30.908844
CCC1CCOC1O,30.4988,31.51354
NC1=NCC2(N)N=C12,23.1735,24.475801
COCC=C(O)C=O,37.8609,31.31282
CCC1C=C(NO)N1C,28.8357,35.78881
CCCC12NC1CN2O,32.8702,36.023766
CC1=NN=CN(C)N1,27.2283,26.22947
C=CCC1(C)CC1C,35.3705,35.195835
CCNC(C)OC,37.8519,33.99743
CC12CC(N)C1CN2O,33.453,35.160812
CC1CC1C1CC=CN1,39.9244,34.063713
CC1COC1(C)OC#N,35.5212,34.83378
CC1(N=N)C=C=CCC1,35.9288,32.79664
CCCCNC(C)C=O,35.5323,40.709087
C#CCC1=C(C=O)C1,33.9091,28.279867
C1=CN2N=NC23CC1C3,23.1088,24.781208
C#CC1=CC(=O)C1,33.8284,23.163118
C#CC1=NCC(N)=C1,26.22,27.768091
CCCC1CC=NC=N1,29.1089,32.286407
COC1NCC1CO,23.8983,31.449173
CC#CC=CCCC#N,37.8694,35.601326
C#CC1CCC(=O)C1N,37.3775,33.273453
Cn1ncnncno1,21.068,26.428131
N=C1C=NC(CN)=N1,30.9144,26.39356
CC1CCN(C)C(C)C1,39.7592,38.723686
OC1=NCCOCCC1,26.6414,32.99156
CC1CNCC2CCC12,32.8702,33.443977
C1=CC2CCC2CO1,21.068,25.82153
CN1C=NN=NN=NC1,21.372,26.276878
C#CC1=CC=C=CN1,26.9163,27.266891
CNC1COC(O)CN1,35.579,34.973656
CCC=C(O)COC,39.9203,35.08101
CC1C2OC1C(O)C2N,40.2621,33.77767
N#Cc1cccn1O,28.5591,24.600742
CC1N=Cn2ncnc21,25.3575,25.323221
C#CC(O)(CO)CON,35.1935,37.17804
CC1CNC2CNCC12,34.2559,32.85646
CN1Cc2ncccc21,30.7511,27.967857
C=NC(=O)COCC,30.7511,30.885399
N=C1C=C(F)C(CO)=N1,30.8106,28.791248
N=Cc1cc(O)cnn1,23.7751,28.036177
CCCC1=CC1,26.9622,24.338356
CC12C=CC1=NC=C2N,24.0965,30.224072
C#CC1OC1C(O)O,37.7035,30.224382
CCC1C=CCC=CN1,31.4493,34.5339
C#CC1CC(=N)CC1N,34.1132,35.20084
Cn1nccnnno1,23.2835,26.01701
N#CCC1NC2=CN=C21,23.1064,27.693777
O=CC1CC1CC=CO,25.9247,34.35949
CCCC(C)=CCC#N,41.7768,38.97514
COCCC#CNOC,28.0786,36.316666
CC1CC2CNC1C2,27.2024,28.808071
C#CCNN(C)CN,34.073,38.69131
C=C(N)CNC(C)(C)C,38.142,41.052216
CC(=O)C#CC#CCN,40.9351,34.626137
O=CCNC1CCN1,24.0539,28.57
C#CCC#CCC(=O)O,34.8221,33.91737
CNC(C=N)NCC=N,32.0029,36.695415
CCCCCC(N)ON,23.2294,40.70634
CC1OC12CC2OCO,40.7342,35.84552
CC(C)OC(O)C#N,39.8517,32.238827
CCCC=C1NC1C=N,39.2532,35.270203
COCC1CNNCO1,41.6039,32.96683
CC1NCC2OC2NN1,26.745,30.856756
CC1=CC=C(O)C=CO1,29.8684,30.1066
COC1=CC=NC=NO1,26.566,27.22316
COC1=CC=NC1=O,27.5707,24.344976
CN=NC(=O)COC,31.4493,30.640093
CC1CC(N)C(C)CO1,39.2632,37.418175
C1CC2CC(N1)C1CC21,24.5224,30.363205
CCCC(C)C(=N)CC,37.2922,41.608482
CCCCCCC(=O)O,40.1578,39.422913
C.Nc1cnc(N)cn1,23.0401,32.4327
O=C1C2CNC1N2,23.6549,21.088757
N=CCNC(=O)OC=N,29.343,31.413696
N=Cc1cc(O)ncn1,23.6549,26.153654
CC1C=CNC=CC1,33.4668,30.14045
C#CC1=CC(CN)CN1,34.4653,33.640556
CCCC(C)C(N)CC,37.4232,42.186974
CNCC1(CO)C=CO1,27.5275,33.786823
CC#CC1=CCC1,34.5055,25.585678
C#CCC=CCC(N)=O,35.0693,35.99131
O=CC1=C(CO)C(=O)C1,28.384,30.459724
CC1C=CC(=N)C1C,37.1812,30.822342
CCN=CCC(O)CO,37.2733,39.112976
CC1=NC(O)C(N)C1=O,36.345,33.0731
C1CNC2OCCC2C1,26.5285,31.140182
CCC1NCC(=N)N1,32.5542,30.766705
CCOC1=CCC(O)C1,33.8006,35.577717
CCCC(=O)NOC=O,36.8531,33.589806
C=C(C)NCCCC=O,41.8051,37.64663
O=C1CC2C3C4N2C134,27.0861,21.380138
CC1NC(C)C(O)C1O,41.5815,36.963223
CCC12C(=O)C1CC2N,31.1641,34.63453
CC12NC1OCC1CC12,32.3331,31.336319
C=CC(C=N)C=O,36.6329,25.879421
CCC1OC2CC1C2=N,30.2534,32.11506
C=C(CCCC)C(C)O,33.1618,41.663536
CCC1=NN2C=CC12C,30.8043,32.371925
Cc1cc(O)nnc1N,22.9521,31.298
N#CC1OCC2NC=C21,21.9871,27.381367
Cc1ccc(OO)nn1,32.8702,29.53796
CC1CC(C)(CN)C1O,32.1525,39.52399
C1CC2CC3C(C1)NC23,26.8039,29.832146
CCC1OCO1,33.2535,25.098694
CC1NC1NNCO,26.9622,31.129776
OCC12C3C=CCC1C32,27.9629,30.855957
CCC1CCC(CO)N1,33.2156,37.369583
C#CC(=C)C=CNCO,33.1782,35.985023
