SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_pred,Err_joback_des
CC1CC12CC2C,35.316,30.26282501220703,0.14308457888189408,30.1594152535024,0.003428772004875778,0.17097761024722694
CC1CCN=CC2CC12,35.316,32.32696914672852,0.08463673273506304,35.661345142294685,0.09350112796534872,0.009684018954324304
CCCC12CCC1CC2,35.316,37.24928283691406,0.05474240675371106,39.460886526677044,0.05604546386123013,0.10503784611820471
C#CC1CCCOC1O,35.316,33.42696762084961,0.05348942063513402,35.664711316111365,0.06274391724154699,0.009777488818585612
O=CC1=CC1CCO,35.316,29.57659339904785,0.16251576058874592,31.679871072479028,0.06639161089447544,0.11477726406152444
CCC=C=CC#CC#N,35.316,33.57098388671875,0.04941148808702153,36.045996436537926,0.06866261983287517,0.020251803492882914
OC1CCC1C1CC1,35.316,31.17243766784668,0.1173281892669986,31.61234347122405,0.013915634055343188,0.11715855650332599
CCC1C=CC(OO)C1,35.316,34.317459106445305,0.028274461817722564,37.57456767670796,0.08668386016538777,0.06010894645923005
CC1(CCC=O)CCC1,35.316,37.20222854614258,0.053410027923393805,39.224648666984045,0.05155992952318696,0.09964776740687568
N=C=CCCC1C=CC1,35.316,32.25207901000977,0.08675730518717399,36.1084854075751,0.1068005582077476,0.02194734557902134
C#CCC#CCC=O,35.316,30.062828063964844,0.14874764797924905,32.893887202895726,0.08606642083583413,0.07363413093029188
CC(C)C#CCCCO,35.316,37.12688446044922,0.051276601553098204,43.571691259736866,0.14791270691948274,0.18947373905051215
C=C1OC(C)C1CC,35.316,32.609703063964844,0.07663090202840521,36.71526017253283,0.1118215447548267,0.03811113324425335
CC=CNNC(C)=N,35.316,32.370616912841804,0.08340081229919033,33.94432910955877,0.04636156430246868,0.040409427036074946
CC1C2CCCN1CC2,35.316,32.80084991455078,0.0712184303275915,37.571145533925964,0.1269669995839681,0.06002333710825006
CC(CC=O)CNC=N,35.316,36.9549560546875,0.046408315060808066,39.64568874220801,0.06786949029985882,0.10920957308526937
CC(CN)CC=N,35.316,31.136199951171875,0.11835428839132765,34.06594227704032,0.08600209270720882,0.03669523399040667
N=CC1OCC1CCO,35.316,34.27139663696289,0.02957875645704813,35.862572723574324,0.044368709932666686,0.015240756088171865
CC(=N)C1CCCC1C,35.316,37.51403045654297,0.062238941458346526,38.45720435230996,0.024525284966803285,0.08168051747945836
CC1OCC1C1(O)CO1,35.316,33.011062622070305,0.06526609406302214,33.89884223230429,0.02618908351353559,0.04180549170334839
CC1NCC1C(O)O,35.316,33.009090423583984,0.06532193839664792,33.19350673965901,0.00555579491860935,0.06394302587515041
CC1CC2CC1CC2O,35.316,33.687362670898445,0.04611613232250439,37.61524097688185,0.10442252140289254,0.061125249158843625
C#CC1CCOC(O)C1,35.316,33.125885009765625,0.0620148088751381,35.664711316111365,0.07118594859336033,0.009777488818585612
COC(C)CC#CC#N,35.316,35.50823974609375,0.005443417886899634,38.63400538636555,0.08090710784481396,0.08588302851809708
CC1=C=C=CCC2OC12,35.316,30.84355926513672,0.12664063695954478,35.21147117378155,0.12404798104252952,0.0029686015021231985
C#CC1OCC2CC1O2,35.316,28.97306823730469,0.17960504481524847,33.64618953516119,0.1388900604323399,0.0496285162720674
CCCC(=O)C#CC=N,35.316,35.053272247314446,0.00743934060158425,35.40256660080865,0.009866356793640578,0.002445206919169179
OC1CCC2CCC12,35.316,28.63744926452637,0.18910835699041886,31.61234347122405,0.09410546261480596,0.11715855650332599
N#CCNCCC=N,35.316,33.510276794433594,0.05113045660795131,33.21772376302827,0.008807136620569447,0.06316736968314313
COC12CC1C2CC#N,35.316,33.223316192626946,0.05925596917468143,34.90753109518877,0.048247895216913764,0.011701455015463064
CC1CCC1C1CN1,35.316,31.24872589111328,0.11516802890720128,32.67860825145405,0.0437559136343313,0.08070697895858522
CC12C=CC(=O)C1O2,35.316,25.7052059173584,0.27213710733496443,26.5591542210275,0.03215269193297625,0.3297110181332319
CC1CC(CC=N)CO1,35.316,34.660343170166016,0.01856543294353797,37.12076734791456,0.0662816087471524,0.04861880496702468
C#CC#CC1NCC1C,35.316,34.47376251220703,0.023848609349670726,35.60621553334296,0.031804925184353273,0.008150698663023892
C#CC1CC(C)CCO1,35.316,34.783584594726555,0.015075756180582172,38.034531670716014,0.08547356660348904,0.0714753554546616
CCCC1CCC1C=O,35.316,36.52312469482422,0.03418067433526493,40.32954986609912,0.09438303139789245,0.12431455056515499
CC1(C)N=NNC(=O)N1,35.316,32.04220962524414,0.09269992000101546,31.006807836384574,0.033392724408237415,0.1389756787075275
O=C1CNCC2COC12,35.316,29.76264953613281,0.15724743639900302,30.91256343650625,0.03719891760951304,0.14244812056878808
Cc1c[nH]c(C#N)c1,35.316,27.11620903015137,0.2321834570689952,27.596125957180277,0.017390735488509248,0.2797448473310465
CC12CCCC1CC2=O,35.316,32.92394256591797,0.06773296619328445,34.05949165072036,0.033340165391998,0.03689157672008492
N#CCC=C1CCO1,35.316,27.33255958557129,0.22605732286863495,29.288977998627477,0.06679708705260622,0.20577781859288366
C=C1CN(C(C)=O)C1N,35.316,34.96539688110352,0.009927599923447923,36.98976188593269,0.05472771117239973,0.04524932847889515
OCCC1C=C=CCN1,35.316,33.264724731445305,0.0580834542007784,36.54534871630122,0.0897685779474469,0.03363899263472784
C#CCCC=C(C)C=C,35.316,38.145790100097656,0.08012770699109903,41.51844441570091,0.08123267533423842,0.14939009644964804
CCCC1C=C(N)C1,35.316,33.55109405517578,0.0499746841325241,37.00505382340839,0.093337515051734,0.04564386884744745
O=c1cc1NCCCO,35.316,32.797813415527344,0.07130441115847375,35.464395965666846,0.0751904121734098,0.0041843646740947074
O=CC1NCC1C=CO,35.316,32.32719039916992,0.08463046780014953,33.21162341142721,0.02663022524677251,0.0633626535657011
C#CCN(C#N)C=CN,35.316,34.319244384765625,0.02822391027393752,36.85223725590686,0.0687337610889616,0.041686404145263097
CC(CNC=N)C1CC1,35.316,37.5275764465332,0.06262250669762147,38.77030087163657,0.032053515117611994,0.08909657118920254
OCC1NC12CC1CC12,35.316,32.66819381713867,0.07497469087272994,33.23581657083297,0.0170786462395038,0.062588606021871
C#CCN1NC(=O)C1O,35.316,31.68212127685547,0.10289610157278667,32.82899609796727,0.03493481243499902,0.07575631903610737
CC1CCC2CCOC12,35.316,32.72231674194336,0.07344215817353729,37.036787492532,0.11649149515083074,0.046461575342596116
N#CCCCC1C2NC12,35.316,31.16415023803711,0.117562854285958,36.04775422374632,0.13547595657130154,0.020299578697867235
CC1C2COC(OO)C12,35.316,30.677112579345703,0.13135370428854626,35.551341094639064,0.13710392815612701,0.006619752937380726
CCC1=CCC1CO.N,35.316,37.08110427856445,0.049980300106593344,34.99870229499562,0.059499405607007144,0.009065984856522956
CC(C=N)C(O)CC=N,35.316,37.11349868774414,0.0508975729908296,37.73041649411737,0.01635067575968623,0.06399124946033409
O=CCC1CC1C=O,35.316,28.74686622619629,0.1860101306434396,31.53872047388358,0.08852148107908038,0.11976641630862271
C#CCC1CN1OO,35.316,29.355812072753906,0.16876735551155556,32.1921715388237,0.08810711829890537,0.09703689784980708
O=CCN1CC2CC2O1,35.316,30.404386520385746,0.13907615470648602,34.05819126894258,0.10728123286713442,0.0369311664593419
CC1OCCC1(C)CO,35.316,37.28956604003906,0.05588305697245044,39.39881009812355,0.05353572995812232,0.10362775139541582
CCCC12CC1CCO2,35.316,35.25407409667969,0.0017534801030783494,38.15513775394579,0.07603336871627697,0.07441036570893202
N=C(N)C1C(=O)C1NO,35.316,32.63004684448242,0.07605485206471799,32.36013573870895,0.008340852088905436,0.09134276460266118
C#CC(C)C1CNC1C,35.316,37.7308349609375,0.06837792957689141,40.208670703663294,0.061624413325856255,0.12168198097674328
O=C1CC(CCO)CO1,35.316,33.12818145751953,0.061949783171380425,35.842964247492084,0.07574102329336517,0.014702027540285063
N=COCC1COC1O,35.316,31.95802116394043,0.09508378174367348,33.99279588379836,0.059858998559978484,0.03892601599247415
CC1=NN=CN(C#N)O1,35.316,26.30118179321289,0.2552615870083563,29.574234438091818,0.11067243859618603,0.19414756361411512
CC1=CN=C=CC(=O)O1,35.316,25.0212516784668,0.29150380341865456,31.435940859433636,0.20405589925398546,0.1234274856895844
CCC1CC1OCC=O,35.316,35.92840576171875,0.017340745319932818,39.571398756587584,0.09206126417915345,0.10753723371679327
CC(O)C(=N)C=O,35.316,27.75973129272461,0.2139616238326932,27.659822027510675,0.0036120718750310135,0.27679780314112046
OCOC1=CCC1CO,35.316,34.487823486328125,0.023450461934303925,36.23110327031393,0.048115558915760845,0.025257394550933277
CCC1C2CC(C)CC12,35.316,36.52667236328125,0.03428112932611982,41.09668706175094,0.11120153533550994,0.14066065843859898
Cc1cc(C)nc(O)n1,35.316,31.455364227294922,0.10931690374632122,33.978904508502254,0.07426785288430614,0.039350753381798366
CCCC1=CC2(C)OC12,35.316,34.99151992797852,0.009187905539174509,37.87817682058819,0.07620897136317976,0.06764255926899701
CC1CC1OC1CCO1,35.2024,33.81232452392578,0.03948808820064019,36.27863638302046,0.06798248514789801,0.029665844428600884
C#CC1=CC(C)C1O,35.2024,33.09607696533203,0.05983464294104851,32.33312671605046,0.02359655024958776,0.08874097791863741
CN1C=CC(O)=CC=N1,35.2024,31.23612976074219,0.11267044972097953,31.849025202068336,0.019243773944024597,0.10528971535725012
CC1N=C(OO)C1O,35.2024,28.77729606628418,0.18251891728165745,30.443029531132346,0.054716415892338055,0.1563369527333183
C#CC#CC1CC1CO,35.2024,34.368446350097656,0.023690249809738568,35.651576483377426,0.035990838550380225,0.01259906370723486
CC12C=CC(=O)C1C2,35.2024,27.31467056274414,0.22406794528940804,27.86490299375875,0.01974643267690013,0.2633239745311411
NCC=C1C=CCC1O,35.2024,33.477916717529304,0.04898766227503524,36.356222536628415,0.07916955113252638,0.03173659022099881
CC12CC(=O)C(O)C1O2,35.2024,31.90947723388672,0.09354256431701473,32.02644758960772,0.003652305033011439,0.09916655294054043
C#CCCC(=O)CCO,35.2024,37.35845184326172,0.0612472968678761,39.711897095528386,0.059262977203163335,0.11355531781019255
CC1CCCC(C=O)O1,35.2024,34.003280639648445,0.03406356840305092,36.80054963283901,0.07601160909549072,0.043427330536740145
CCCNCC1C=CN1,35.2024,35.96261215209961,0.021595463721212536,39.79407394337847,0.09628222023034154,0.11538587252744714
O=C1CCCCOCC1,35.2024,32.76390838623047,0.06927060694070658,33.65618730748124,0.026511586505594216,0.04594140977385929
CCC=C(C=N)COC,35.2024,37.7073974609375,0.07115984878694359,40.141073934763924,0.060628085780205135,0.12303292988100199
C=CCC1CCC1CO,35.2024,36.86243057250977,0.04715674421374021,39.87239005237059,0.07548981829048551,0.11712340409583603
OCC12CCC(O)C1O2,35.2024,32.883155822753906,0.0658831266404021,33.94639638069533,0.031321161339707665,0.0369996156652118
C#CC1CCC(O)C1=O,35.2024,32.80477523803711,0.06810969598558303,33.79231667341478,0.02922384531731718,0.04172792709694752
CC1CC2CC3OC2C13,35.2024,29.752126693725586,0.15482675346778665,35.59671919593168,0.164189077932611,0.011077402773027259
CCOOCC1OC1O,35.2024,34.674514770507805,0.014995717038957138,38.45650974225672,0.098344727514187,0.08461791681217101
O=CC#CNCN1CC1,35.2024,31.55877685546875,0.10350496399481987,34.187862985167854,0.07690115439036693,0.029675356288642332
CN(C=O)CC#CC=O,35.2024,33.0926513671875,0.05993195443527991,35.77978620907477,0.07510203739578906,0.016137217972765096
CC(CO)C1CC1C,35.2024,36.10415267944336,0.02561622728687141,37.97850839890278,0.04935306304745697,0.07309682543991086
CC1CC1C1(C)CC1,35.2024,34.129222869873054,0.030485908066692914,34.5197876929369,0.011314230160916117,0.019774522170736438
C#CC#CC1CCC1C,35.2024,33.44219207763672,0.05000249762411877,36.909771107717646,0.0939474541839105,0.04625797062612089
CC12CCCC(=O)C1C2,35.2024,33.36874008178711,0.052089059786062535,34.05949165072036,0.020280736307426415,0.033556236276223575
N=C(N)NC1C(N)C1N,35.2024,36.41788864135742,0.034528573090397946,38.82368692258091,0.061967280078807044,0.09327519382180767
CC12CCCCC1CC2,35.2024,36.48612976074219,0.036467109081829374,37.23763506614817,0.02018133815616986,0.05465532552034589
N#CCC1=CN=NC1=N,35.2024,28.23240852355957,0.19799762165194496,28.26103207648381,0.0010128275870030581,0.24561622182553422
N=CC1C=CN=CC=N1,35.2024,27.71652603149414,0.2126523750797064,28.4757668606939,0.02666270000432419,0.23622307248873803
CCC1OCC(C)C1O,35.2024,37.519287109375,0.0658161690502637,40.503711297238624,0.0736827340576835,0.13088458137415296
COC(C)OCC(C)C,35.2024,41.083797454833984,0.1670737635739037,46.8044131051099,0.12222385178570619,0.24788288828779795
CCCC1CCCC1C,35.2024,39.87226867675781,0.13265767892978364,43.64838108861571,0.08651208401501914,0.1935004432688702
CCCNC(=N)CN,35.2024,36.16535949707031,0.027354938784580462,38.32267255670054,0.05629338758768353,0.08142105830651356
O=CCCCCC1CC1,35.2024,37.05740737915039,0.052695480397654516,40.91027626040472,0.0941785104732562,0.13952182146296405
COC1C=CC(C=O)C1,35.2024,32.60213088989258,0.07386624520224244,35.513931078531606,0.08199036547658417,0.008772080957264988
N=Cc1ccc(CO)o1,35.2024,29.828155517578125,0.15266699095578348,30.9119749941481,0.03506147623292109,0.13879491707223857
C#CC1CCN(C)C1,35.2024,34.288368225097656,0.02596504144326356,34.20851727267547,0.0023342418435062153,0.029053662846661957
CC1C2CC2C2OC12,35.2024,26.88821792602539,0.2361822510389805,31.236346756497177,0.13920093999364294,0.12696917710704692
C#CC(O)CC(O)CO,35.2024,38.80230712890625,0.1022631164041728,40.23803080594384,0.03568076390123725,0.12514605474182394
C=C1CCC(C)CC1=N,35.2024,34.64316177368164,0.01588636644996809,36.76778805849317,0.057784990531154594,0.04257498590893812
CC1C=C=C(C#N)CC1,35.2024,31.710378646850586,0.09919838855161613,35.22662481098559,0.09981785603934575,0.0006876847019995787
C=C1CC(C)CC2CC12,35.2024,33.403064727783196,0.05111399427927625,38.187162291610555,0.12528025851447963,0.07816140588865617
C#CC1(CCO)CO1,35.2024,31.60678482055664,0.10214119433457257,32.422689138090625,0.025164609698442593,0.08573350748515579
CCCC1=CC(=O)CN1,35.2024,34.125099182128906,0.03060305029972647,35.60467103300905,0.041555554593059776,0.011298265686434947
N=CCc1cnccn1,35.2024,27.238262176513672,0.2262384900883555,29.50212280890452,0.07673551652722276,0.1932158315528055
COCC1=C(N)C=C1C,35.2024,36.86769485473633,0.04730628748995327,39.1334187076555,0.057897416779381435,0.10045170694188535
C#CCNC(=O)C=C,35.2024,30.431589126586914,0.13552515946109026,32.79466112088812,0.07205660657966308,0.0734186235447421
CCOC1=CCC1CO,35.2024,35.63570022583008,0.012308826268381728,38.60092362491861,0.07681742094829944,0.08804254680384675
CCCN(O)C1NC1C,35.2024,38.74454879760742,0.1006223665888526,40.84613949452235,0.05145139107201939,0.13817069530595913
C#CC1=NCC(=O)C1O,35.2024,30.42837905883789,0.13561634835017233,31.025855768392425,0.019257380489830476,0.13461495672465623
C#CC(N)c1ccco1,35.2024,31.70722579956055,0.0992879519703046,34.44678139578357,0.07953008917571469,0.021935826036534167
C#CN1CNCNC1C,35.2024,33.55002212524414,0.046939352849688,35.96177856336063,0.06706443714587826,0.021116268263058634
CC1CC2(C)CCC12,35.2024,33.765392303466804,0.04082129901748746,34.5197876929369,0.02185399852921038,0.019774522170736438
CC12CC1C1OC2C1O,35.2024,32.07752227783203,0.08876888286503097,33.764522708435216,0.04996369844084098,0.04258544697880667
COCC12CC(O)C1C2,35.2024,35.37195205688477,0.0048164914007217795,36.863814398519686,0.04046955981025179,0.04506897687143317
CC1CC1C1CCOC1,35.2024,34.569568634033196,0.017976938105549456,37.036787492532,0.06661535801387437,0.04952879600861396
CC1OCCNC1C#N,35.2024,32.14608383178711,0.08682124423939527,34.489721623045355,0.06795177464384847,0.02066350041162537
C1COCC2(CC2)OC1,35.2024,32.78635406494141,0.06863298908763582,32.9836124544624,0.0059804968237886875,0.06726939168961195
C#CC1CC(O)C1=O,35.2024,28.421091079711914,0.19263768721132887,29.431944233980264,0.034345442701039196,0.1960609778322945
CC1CCC(=O)C1,35.2024,26.390581130981445,0.25031869614056296,27.883716267566705,0.05354864187604785,0.2624716039355956
CC(O)(CNN)C(N)=O,35.2024,37.909523010253906,0.07690166040536751,40.80766997639259,0.07101966291668386,0.13735824612469333
OCCCCC1=CCC1,35.2024,35.278472900390625,0.002161014601010947,39.93980112873573,0.11670884923338769,0.11861353824637065
CCCOC(C=O)NO,35.2024,36.63792419433594,0.04077915694202498,40.627956515797266,0.0982090329822494,0.13354244173436738
CC1C=C(C#N)C1O,35.2024,31.394947052001953,0.10815890246114028,30.091872242754455,0.043303214859329774,0.16983083392147721
NC1OC(=O)NCC1O,35.2024,31.14048767089844,0.11538736930156923,33.59521345261991,0.07306772392392813,0.04783974805359519
CC1OCC2CC21O,35.2024,30.69771957397461,0.12796515084270926,30.84421856560101,0.004749641859618533,0.14129654233676855
N#CC1CC2C(=N)CC12,35.2024,29.343637466430664,0.16643076987845526,31.15699007760998,0.05820050674543257,0.1298395612770416
C#CC#CC(C#N)CO,35.2024,33.072372436523445,0.0605080211427789,34.93748695663286,0.05338433535372882,0.007582487077446874
N#CC1CCC2COC12,35.2024,28.752992630004886,0.1832093087401744,32.71068383459644,0.12099078162363885,0.07617438320773341
C#CC(C)CC1CN1C,35.2024,38.34060668945313,0.08914752089213031,41.85246127696511,0.08391034793083585,0.15889295573221623
C#CCC1C(O)C1CO,35.2024,35.77570724487305,0.016286027227491583,38.46641626099007,0.06994956322057361,0.0848536614080218
CCCC(O)C=C=CO,35.2024,38.86848068237305,0.10414291873204808,41.34654028584891,0.0599339046591038,0.14860107383523405
C#CC#CC(=O)C=N,35.2024,27.040637969970703,0.23185243136914802,26.734093516205697,0.011466424084257252,0.31676056188929597
N=C1NCC2(O)CC12O,35.2024,33.064178466796875,0.060740788503145314,28.872620119954664,0.14517415909702316,0.219231225075782
C#CC#CC(C)C#C,35.2024,31.67145538330078,0.10030408769570302,34.076563614834576,0.07057954137390712,0.033038436559821124
CC1CC2=C1C(C)C2,35.2024,30.65725326538086,0.12911468350507746,33.61993311041728,0.0881227168211831,0.0470693051168619
CC1C=C1C(O)C=CO,35.2024,35.5256233215332,0.009181854689828134,35.71664968872359,0.005348384264907682,0.014398038259617423
CCC1CCC2CC12,35.2024,32.002235412597656,0.0909075684442635,35.093789556093164,0.0880940526116176,0.0030948622329097005
O=CC#CCOCC=O,35.2024,32.002517700195305,0.0908995494569883,35.26212649494168,0.09243937104059691,0.0016937859646738284
N#Cc1cnc(CO)o1,35.2024,26.75902938842773,0.23985212972900324,29.849135668476535,0.10352414603791171,0.17934403163227963
CC1C2CCC(=O)C1O2,35.2024,30.51837158203125,0.13305991687977944,33.85864407710419,0.09865346312942547,0.03968723377804963
COC(N)CC(=N)N,35.2024,33.911697387695305,0.036665187950386466,37.33538301243556,0.09170083037851522,0.05713033697083306
CC1CCC2C(O)C12,35.2024,30.56723403930664,0.13167187352832072,33.25486853744732,0.08081927899111122,0.05856379977444859
OCc1ccnc(O)c1,35.2024,29.79486656188965,0.15361263544844525,32.01042950543402,0.06921378368785276,0.09971657812414285
CC1OC1OC1CCC1,35.2024,33.91009521484375,0.03671070112140784,36.27863638302046,0.06528749160167617,0.029665844428600884
CC1C=CCC(C)C1=O,35.2024,34.56987762451172,0.017968160565423906,36.41276999513193,0.05061115567056808,0.03324026146029951
CC1=CC=CN=C(C)O1,35.2024,32.56991195678711,0.07478149339854351,33.59921773322524,0.03063481372128137,0.047714868825336404
C#CCC(C#N)C=C,35.2024,30.384708404541016,0.13685690735458328,33.97127352589219,0.10557641056987654,0.03624022140852247
N#CCNC1COC1O,35.2024,31.52186393737793,0.10455355494574428,34.34944655570313,0.08231814197471345,0.024831650283321585
CC1CC(=O)CCC1=O,35.2024,32.631282806396484,0.07303812221903941,33.426317731007934,0.023784699559471233,0.05313424838729633
C#CC1CCC(C)C1C,35.2024,37.76779174804688,0.07287547860506323,40.98280550967053,0.07844786909146599,0.141044651233224
CCC(NCC=O)OC,35.2024,38.64679336547852,0.09784541296839187,42.997776870401935,0.10119089454409601,0.18129720738580754
CC1CC(=N)C(O)CN1,35.2024,34.958240509033196,0.006935876274537933,34.892311169389785,0.0018895091048382355,0.00888702468302661
C#CCC1CCOCC1,35.2024,33.82329559326172,0.039176431343836735,37.503632334757185,0.09813280774098904,0.0613602521008206
CC1CC2C(=O)C2C1,35.2024,28.290971755981445,0.1963340068864212,30.804020410400902,0.08158183967346458,0.14278589388656532
CCC1CC1C1CN1,35.2024,32.055118560791016,0.08940530870647972,33.79023398171848,0.05134961249058568,0.04179213494187526
CC1CC2CCC2(O)C1,35.2024,35.95115661621094,0.021270044548409774,36.51033977776678,0.015315747948649925,0.035823818286217717
O=C1CNC2CC(O)C12,35.2024,30.136066436767575,0.1439201180383275,31.491016920856097,0.04302657127566929,0.11785529468519318
CCC1CCOC1C=O,35.2024,34.54553985595703,0.018659527306177023,37.91217536310344,0.08880090564317376,0.07147506934515353
CC1=CCCC(CO)N1,35.2024,36.13751983642578,0.02656409325573779,36.94389342979103,0.02182697919746062,0.047138871085707475
C#CC#CCC(=N)OC,35.2024,34.312828063964844,0.025270207032337386,35.73538874929399,0.03980817713525644,0.01491487200638112
CC1OCC1C1CO1,35.2024,28.784677505493164,0.18230923160088044,31.370666280366237,0.08243333921446065,0.12214384244786997
CC(O)CCNCC#N,35.2024,38.354408264160156,0.0895395843510715,41.49046092015426,0.07558490762561638,0.15155437613130487
C=CCCC1=C=CC1C,35.2024,35.24274826049805,0.0011461792519274151,40.36980924780958,0.12700235851596745,0.128001824732178
N#CCCCC=CC=O,35.2024,33.55629730224609,0.046761092929854316,37.33384116986462,0.10118283437354195,0.057091397591981334
CCC1=CCCC(=O)C1,35.2024,34.33942413330078,0.024514688393382725,35.79660087711928,0.0407071260430738,0.016599365933067965
CNC1NC(C=O)N1C,35.2024,34.825878143310554,0.01069591438906013,37.488241148704894,0.07101861607306473,0.06097488382123966
CCCC1OCCC1=O,35.2024,34.48617935180664,0.0203457902925186,37.52196383423339,0.08090686553183639,0.06181882815304897
O=C1NC1CCCOO,35.2024,32.98355484008789,0.06303107628775614,35.50781129873818,0.07109017329772717,0.00860124258768489
CC12CC1CC(N)C2N,35.2024,37.396183013916016,0.06231913204542925,39.7957475462109,0.06029700860647241,0.11542307481162645
COC1CCC12CCC2,35.2024,35.31155014038086,0.0031006448532163193,36.47948395663665,0.032016182510808504,0.03500827912354046
COC1(O)CCC1C,35.2024,34.06797409057617,0.03222581157602395,34.47440959164429,0.011789484022566884,0.02111683468923438
O=C1NNCC(CO)O1,35.2024,30.200912475585934,0.14207802662358418,32.1242273684783,0.059871164240968125,0.09582090788406428
C#CC1(C=O)CCC1O,35.2024,33.68186187744141,0.0431941606980942,34.18925273343421,0.014840653580492276,0.02963350133637216
CC1=C2NC(=N)C12O,35.2024,28.59267425537109,0.18776349750667296,25.982213452605155,0.10047107062405387,0.3548653221640885
CC12CCC(O)(CO1)C2,35.2024,33.728843688964844,0.04185954114023912,34.09968980592045,0.010875351625375125,0.032337836512756034
O=C1C2CNC3C1C23,25.938000000000002,23.35529518127441,0.0995722422208954,26.417871473202666,0.11592820015930588,0.018164653185228346
O=C1CCC2C(O)C12,25.938000000000002,27.15166091918945,0.046790844289823975,28.43420005579625,0.04510551146471791,0.08778865067059985
O=CCC1C=CC1=O,25.938000000000002,25.51540756225586,0.016292406420855096,28.202666997221993,0.09528387635221991,0.08029974602916326
CC1CC12C1CCC12,25.938000000000002,30.191267013549805,0.16397821780976968,31.43719433011331,0.03963226818145305,0.17492637136659794
N=C1CCC=CCN1,25.938000000000002,28.602872848510746,0.1027401051935671,27.7824927345863,0.029528671950417158,0.0663904694300557
N=C1CC2COCC12,25.938000000000002,25.95531845092773,0.0006676864418126124,28.174447457156514,0.07876388737004703,0.07937857381435312
NCC1CNCCN1,25.938000000000002,33.420448303222656,0.28847437363029754,33.56327787775224,0.004255531150736072,0.2271910957423718
CCC1C2=CNCC21C,25.938000000000002,35.484527587890625,0.36805179998036186,36.7687442886803,0.03492685773294246,0.2945638883842621
