SMILES,des_cv,pred_cv,Err_pred_des,jobacks,Err_joback_des,Err_joback_pred
C#CC#CC(C#C)NN,35.9176,34.530968,0.0386059282245377,37.887831210700554,0.05200168887323661,0.08860003603881351
C#CCNCC(C)C=O,35.9176,37.44871,0.0426284438621642,41.671078795273914,0.13806887082382036,0.10132612155346435
C=C1CC2C(C)=NC2O1,35.9176,30.168755,0.160056502170615,34.11495261385696,0.05284038956603552,0.11567354815126059
N=CC1=CC=CC1C=O,24.9826,29.609917,0.1852215817013328,30.242356950756786,0.17392020599853295,0.02091238959273512
N#CC1CCC2CC1C2,24.9826,30.26139,0.2112986913305722,34.01643260732767,0.2655726046176177,0.1103890772637569
Cc1ncnocco1,24.9826,27.089314,0.0843272320367006,27.25127837056606,0.08325034663388281,0.005943367806957413
CCC(N)C(C=O)CO,40.8423,39.448654,0.0341226087951783,43.38022065108426,0.05850409732807164,0.09063039772680348
C#CC(C)(C#N)CO,40.8423,32.472294,0.2049347403608571,34.094052575115676,0.19793034019692013,0.04756719875241101
CC(=N)C(C)CO,40.8423,31.08157,0.2389858144220365,32.0902789802917,0.27273122259496,0.03143347494458372
CCCC#CC(C)C=O,31.6976,38.29509,0.2081384622709506,41.5110546615605,0.23640581386258586,0.0774724874561788
CC(C)C(=O)CCO,31.6976,35.632908,0.1241516035104121,37.38506821479524,0.15213208070446713,0.04686791541286575
CC1=C=CCNCC1C,31.6976,36.088425,0.1385223071342053,38.249172894546476,0.17128665533786197,0.05649136258458943
C#CCNC(=N)NC,31.6976,33.340725,0.0518375190887751,34.192404720347334,0.07296371053021361,0.024908447572291225
CC1=NC=C(O)C=CO1,26.8079,29.428274,0.0977463417374388,31.22939737862057,0.14158125835778998,0.05767397163589224
CC1CCCC2OC2C1,26.8079,33.14914,0.2365436831790955,37.036787492532,0.2761818231290855,0.10496718953596858
N=C1NCCC(O)C1=O,26.8079,31.14764,0.1618828863234898,30.071642687738695,0.10853223821621963,0.03578112853475834
CC12C(C#N)C3C1CN32,28.0611,29.33995,0.0455737858289032,32.342597446498274,0.13237951755670851,0.09283878487079796
CC(C)C(=N)CN1CC1,29.9408,37.5776,0.2550632772597039,39.32686011960453,0.23866792546007404,0.044480035128269126
C#CCCCC(C)CO,33.2378,40.865166,0.2294786571448537,45.02897714109135,0.2618575390719074,0.09246959192620989
OCC12CC3CC1C32,24.6661,28.425776,0.1524227797647014,30.1789997057731,0.18267337418471524,0.058094162260710014
CNC(=N)C(C)O,39.4312,26.874413,0.3184480173917837,30.79301723265061,0.28052407797798085,0.12725626082836775
OCC1CC2CC1O2,26.8371,27.359789,0.0194763552937284,31.41822042875726,0.14581094556724594,0.12917445270205555
Cc1coc(C=O)c1,26.8371,26.018753,0.0304931213969537,23.325284393608666,0.15055831890965507,0.11547420219791056
CCC1CCCCCN1,31.3505,37.422928,0.1936947690290525,39.59067471775332,0.20813423303589845,0.05475397257580102
COC1OC1(C#N)CN,31.3505,34.009857,0.0848266272542503,36.32090685908923,0.13684699223982602,0.0636286386806142
CCC1=CCN(C)C1O,31.3505,36.182827,0.1541387536354957,39.11858333905168,0.19857782864280987,0.07504761390786213
OCCC1CC2CCN12,23.838,33.18383,0.3920559720291328,37.42457663985018,0.36303888673474033,0.11331448530895542
CC1OCCC(N)CO1,34.3005,35.52581,0.0357228099211154,38.45016325643245,0.10792316351838213,0.07605567853975816
C=C(C)N(C)CC#CO,41.8421,38.75344,0.0738170202515267,39.78377157979142,0.05173789056375267,0.025898288143067612
CC(O)CC(N)CC=N,41.8421,39.30713,0.0605842224398393,42.58881263589538,0.017533070064179753,0.07705503940557054
N#CC1CCC2CC2C1,33.0697,31.571507,0.0453041152401097,34.01643260732767,0.027831625328157843,0.07187483871548003
CC1=NN=C2ON=CC12,21.1529,24.477568,0.157173138091207,28.822674559518724,0.2661021115053243,0.1507530659774856
N#CC1=NOC=NC1,22.5601,22.074171,0.0215393076145858,24.34272766377132,0.07323039917274196,0.09319237741576337
CC1CCC=C2CC2C1,38.0081,33.99553,0.1055714656927158,36.423050265682356,0.043517764787840134,0.06664791246134466
CC#CCC(C)C(C)=O,38.0081,39.356766,0.0354836402522176,40.57312594284037,0.0632198255183491,0.029979448577710874
CC#CC(C=O)C1CC1,38.0081,35.372486,0.0693434790346806,36.20520983820804,0.04979642901805069,0.023000110810827295
CC1CNC(C)(C)N1N,39.0301,39.050842,0.000531443300331,41.166863429514436,0.05190493643444532,0.051401084591675715
CC1=NC=CNCC=C1,25.9423,30.372744,0.1707806789131026,32.04415564741234,0.19042023495804242,0.052159640772039176
N=C1CC2CC2C1C=O,25.9423,31.027102,0.1960042678067724,32.16426251302895,0.19344334447303396,0.03535478273653303
CCC12CCCC1CC2,31.9925,35.62922,0.1136741128444411,38.349260796412594,0.16575966953207194,0.07092811542972545
C#CCNCC#CC=O,27.3686,34.091534,0.2456440468598565,37.0686236249536,0.261677469417122,0.08031292596872959
CN1N=CC(F)=CN=N1,22.5916,26.997005,0.1950019238410066,29.035157347514588,0.22192259096078765,0.07019601523492526
CC1CCC(C)NC1,22.5916,33.69742,0.4915906006166285,35.76120161427764,0.3682650755510319,0.05771007463724803
OCC1CCC23CC2C13,22.5916,32.274292,0.4285970003092963,34.53937214520761,0.3459174676070474,0.06557965604252852
CC12NC1CC2C=O,22.2357,28.712425,0.2912759765572297,29.89740089604566,0.2562664534848922,0.03963474618298307
C1=CNC2CNCC2C1,22.2357,30.713337,0.3812624268442224,32.258683832763545,0.3107065336182035,0.04790483209962874
CCNC1=CC(=O)C1,35.5323,29.862476,0.1595681577360048,31.250592420308124,0.13701204515116386,0.04441888338110539
C=C1C=C(CCC)C1O,35.5323,35.803825,0.0076416493843058,39.203700760777465,0.0936493415042753,0.08672333720542452
CC#CC(C#N)NCC,35.5323,37.098206,0.0440699185362684,39.206520478500444,0.09371452589156096,0.05377458781777322
CCC1=CC=C=CO1,38.3424,28.000233,0.2697318713347833,31.521491703269476,0.21638913414821176,0.11170977364958404
CCC(N)CC(=N)C=O,38.3424,37.767258,0.0150001645585646,40.61016989532137,0.0558424133946467,0.07000492493996925
CCC(C#N)C=O,27.6176,26.689278,0.0336134331395276,29.783089730221082,0.07270869979697732,0.10387813212951412
N#CC(C#N)CC=O,27.6176,26.898638,0.0260327555035033,29.817358511720048,0.07377442608993713,0.0978866223368785
N#CC1NNCCC1=N,29.3236,29.810656,0.0166096793665195,29.98994722546095,0.022219019608518423,0.0059783774913992425
C#CC1CC1NC=CO,29.3236,35.244537,0.2019171368288895,35.56352500630227,0.17545856337909374,0.008969527240219901
Cc1cc(C#N)on1,26.847,23.634544,0.1196578994837936,21.47103705274823,0.2503820814078314,0.10076397064271517
C#CC1CCCCN1,26.847,30.731281,0.1446821350809243,32.0338273634148,0.16191719161659004,0.040661590281978424
N=C1CC2CC2CO1,26.847,26.073256,0.0288205185331534,28.174447457156514,0.04711529690777775,0.07457791178874727
CCn1ccc(C)c1O,36.4689,35.680325,0.0216232309051448,32.65665451725922,0.11673717161462407,0.09258971953611345
CCN(C)C(N)C=CO,36.4689,41.078777,0.1264057131756763,43.06531557846802,0.15317234971723098,0.046128503919782085
NC1N=CN(N)N=N1,23.2835,26.362389,0.1322347847548626,29.35707165355267,0.2068861542195974,0.1020089022806287
C#CCNNC(C)=N,28.722,31.96008,0.1127386391308137,34.192404720347334,0.159988885399803,0.06528715188665607
N=C1CC2OCC3C1C23,28.722,27.274588,0.0503938572792429,31.094751599990722,0.07630714117013332,0.12285557540816183
N=CC1CCCCN1,22.3216,29.636604,0.3277096762365615,30.008437310348903,0.25615586812639424,0.01239095879946643
O=CC1Cc2ncoc21,22.3216,24.990112,0.1195484331180336,23.756088564778132,0.06038403842730956,0.05194556468574072
CC#CNCCC1NO1,31.0939,35.002438,0.1257011050898321,36.78040632218024,0.1546069467631471,0.048340094630984216
CC1=CC=NC(N)=CO1,31.0939,30.667,0.0137293868927818,33.23574890703334,0.06444412951320863,0.07728873250964237
CC1=NCC2CC1C2N,29.9243,32.760128,0.0947667287535626,36.85513160027226,0.18805608064145563,0.11111081204881673
CCCCCC(=N)C#N,34.8472,37.338776,0.0715000239550272,40.01767191203246,0.12920471544167492,0.06694282260900271
CCCC1CC(C#N)N1,31.4176,34.830307,0.1086240517046476,38.01872185630547,0.17362818984959277,0.08386433579635626
CCCCN(C=O)CC,31.4176,40.29709,0.282627846272372,44.86400395811429,0.2997147550777691,0.10179461383736572
CC#CC(C=O)NO,35.1935,31.074043,0.1170516352756679,32.371974389615794,0.08715951571027095,0.040094291870938256
C#CC#CC(C)=N,35.1935,26.19004,0.2558273377646751,26.661169249672056,0.3200283779914452,0.01767098979268705
C#CC#CCOC=CO,34.1132,33.56246,0.0161444293403332,35.1121946053025,0.02845150001394773,0.04413664889714591
N#CC1CCC1CNO,33.9091,35.02213,0.0328239044633413,35.6551953284344,0.04897169437301944,0.0177552057309737
C#CC(C)ONC(=C)C,39.9709,38.312046,0.0415015410955122,41.74465072803824,0.04249049152654376,0.08222861296412022
CCC1=C2CC2CC1O,39.9709,34.86357,0.1277761779946864,36.72211092551158,0.08846956214141335,0.05061095015157233
CC(=O)CC1(C)OC1C,39.9709,38.2304,0.0435441762519928,38.62349624175593,0.03488559787053637,0.01017764521615084
CC#CCCC(=N)N,39.9709,33.914394,0.1515228734238631,34.96617350808312,0.14313051700552637,0.030079914459040888
CCC(N)(N)OCC#N,41.6997,39.130447,0.0616132157378755,42.53563152216354,0.019652500556573898,0.08005487165246965
COCCNCC#N,27.9899,31.743542,0.1341070070821724,36.569811891222194,0.23461733729293863,0.13197415140056099
Cc1ncc(O)cc1O,25.9907,31.468689,0.2107672730955206,25.275655836810476,0.028289836188866067,0.24501968230514654
CCC(O)CCCC=O,35.9899,39.76007,0.1047563566662105,43.79499510321434,0.17821888288421078,0.09213210536283854
CCC1=C(CC=N)C1O,39.3274,35.07054,0.1082415470680507,36.80609078089413,0.06850249960299142,0.047153901543791385
C#CCNCC#CC=O,29.0734,34.091534,0.1726022295599645,37.0686236249536,0.2156870917530219,0.08031292596872959
CC(O)C(O)C(O)C=N,41.5055,38.321716,0.0767075132550203,38.161335126939754,0.08763228178302,0.0042027060250056135
CCC(C)C(=O)C#N,41.5055,32.180626,0.2246659860614293,34.317159181199905,0.20946782864060925,0.0622584512289809
C#CC#CC1OCC1O,32.0992,32.026558,0.0022630494727819,33.23420198038173,0.03415162431316146,0.036337384634497975
CC1CCC(N)=CO1,32.0992,30.111834,0.0619132697267317,33.476053590148275,0.04112950728915874,0.10049630196369191
CCCC(C)C1(O)CO1,36.0261,39.507164,0.0966261682909014,41.03985659675541,0.12216798528364738,0.03734644133421714
CC1CCC=CCC1O,32.8066,36.146446,0.1018040951524187,37.22109305595507,0.11860191879154895,0.028871990791338165
C#CC#CC=CC=C,32.8066,29.648136,0.0962752574507564,31.361997218079306,0.046062206175055846,0.05464770646339171
N=C1C2CN(C2)C2CC12,32.8066,28.738869,0.123991248304338,31.62910964138468,0.03722805896106072,0.09137913378386671
CC(O)C(C=O)ON,32.8066,32.813637,0.0002144928089211,36.03844564160933,0.08967772011448506,0.08948245642109558
CCCCn1cccn1,24.0702,33.408974,0.387980726950655,37.83068368082394,0.36373869943563863,0.1168815694194093
N#CC1CNCN1,24.0702,21.802925,0.0941942688526359,24.12864487630961,0.002422219590416973,0.09638833379296365
Cc1ncc(N)nn1,22.5374,25.882017,0.1484029717545109,23.21125462881312,0.029031374632228327,0.11506324900988121
N#CC1C2C(O)C12,22.5374,23.057201,0.023063946395682,24.568392440077243,0.08266688368117162,0.06150957755022302
Cc1ccc(N)nc1N,22.5374,33.1139,0.4692865739152266,27.821402936791134,0.18992582612732106,0.1902311351887308
CC12CCC1N1CC12O,30.8106,33.068886,0.0732957424789733,33.193979550714104,0.0718015610955219,0.00376856142009083
N#Cc1nnnn1C=O,25.6751,22.613028,0.1192623369477885,24.076216682548004,0.06640924272005617,0.06077319795882291
C1CC2=NC3NC3C2C1,29.5231,30.020252,0.0168394317596459,31.189926423042614,0.05344117842519789,0.03750167304589979
N=c1ocnoc1=O,21.088,21.473368,0.0182742645599411,20.502292810175575,0.028567887272282592,0.04736422403168816
CN1N=CC=C(N)C=N1,21.088,30.043922,0.4246928311986155,33.00840182503964,0.36113235315734116,0.08980985631333524
CC1=C(N)OC=C(O)O1,21.088,31.462675,0.4919705564588624,33.798626186835456,0.37606931466895643,0.0691137910139468
N=CNC12C=NC=C1O2,21.088,25.844051,0.2255335432987473,27.03533391578536,0.21998374180660055,0.044063924621615014
N=CC1CC2CNCC12,21.088,30.7446,0.4579192097885293,32.9287414531831,0.35958682083303545,0.06632933288046966
C#CCNCC#CNC,28.7125,37.42487,0.3034347248534094,40.201818830093536,0.2857910205170388,0.06907520383169383
CC12CC=CC(=N)N1C2,28.7125,32.100193,0.1179866965148155,31.772585587566088,0.0963121361065316,0.010311008889440709
CN1N=NC=NN=N1,21.3582,22.583763,0.0573813861916544,24.913318211303153,0.14269950639052964,0.09350642060382926
CCC1NC1ON,21.3582,27.489235,0.2870576604918207,31.390834969404125,0.3196039538031622,0.12429105416300387
CC(C=O)=CCC#N,36.8169,29.737339,0.1922910668802807,31.89253123182982,0.15440507786523666,0.06757670678954664
CCC1=CCCC2CC12,36.8523,34.472878,0.0645664584722959,37.534675995946785,0.018179882411146216,0.0815725170047402
CCCOC1(O)CC1,23.6549,33.965775,0.4358874709313001,35.0551359859499,0.3252087223543824,0.03107564570243054
CCC(=O)NC(=O)CO,38.3774,35.661324,0.0707728103685168,36.242724591290134,0.058899418649746696,0.016041856616647858
N#CC1CC2CC12,27.9119,22.791386,0.1834527333992037,25.29568772845864,0.10342522803197084,0.09900113234087728
CC#CC(CC)COO,27.9119,38.226418,0.3695383525128675,41.701914419960886,0.3306806081152046,0.08334141173857752
CC1CC2OCCC12,31.166,28.614052,0.0818824418004345,32.67641505309747,0.046223401515837204,0.12432095278800757
CCC#CCC(C)CN,31.166,41.101715,0.3187998167198429,45.578042788149645,0.3162058286517032,0.0982123740801239
COC(C)=CCC=O,31.166,32.568737,0.0450085679916991,35.46048378025384,0.12110618137266418,0.08154843002632998
COCCCCC(C)=N,31.166,39.588547,0.2702479225094554,43.58562446045649,0.28494772334223006,0.09170632542119214
CC1=CC(O)CC1C,31.166,32.939415,0.0569022324978291,34.41797590069001,0.09448480962603074,0.04295897309464881
CC1CC(=N)CC1C=O,31.166,33.643528,0.0794945769306019,35.246855875852546,0.11577928795198782,0.045488536098080026
C#CC1CCC(CO)C1,31.166,35.90734,0.1521318425020204,38.082085819107036,0.18160995308815273,0.05710679371495708
CC1NC1(C=O)ON,30.6026,31.010605,0.0133323592896825,31.858374323165812,0.0394174012279301,0.026610564448963574
CC#CC12C=C(C1)C2,30.6026,29.55173,0.034339265216991,28.527267291403117,0.07274908905215388,0.03591170153566062
C#CC#CC1CC1=O,30.6026,26.940723,0.1196590022027718,27.728730186632045,0.10364231589492112,0.028418437531335043
C#CCNCC(C)=O,30.4568,32.742615,0.0750510475852272,35.312457532793005,0.13750551142705897,0.0727743893329008
CCCC#CC#CC#N,36.4445,33.427376,0.0827868184923093,35.90132705582122,0.015129606304920844,0.0689097384053406
C#CCN(C=O)C1CC1,36.4445,33.690434,0.0755687826092478,36.36168421985785,0.0022775562221323325,0.07346332484783591
CCCCN1CCCC1,36.4445,38.248398,0.0494971210237056,42.34609102131959,0.13936566230749306,0.09676673625569261
C=C1N=CC(O)=C1N,28.5371,28.282309,0.0089284272581582,29.490147129599805,0.032317476254406854,0.04095734498345294
C#CCN(CO)C(N)=O,37.3775,35.173794,0.0589580953053411,37.996311143693596,0.016286084755790957,0.07428397806880419
Cc1ccc(O)cn1,28.384,26.975023,0.0496398227996998,23.63233088970572,0.20106645986258234,0.14144572221398446
CCC(N)C(=O)NCO,35.6809,38.98736,0.0926674521455937,41.19633581066121,0.13388170821818254,0.05362068657789576
Cc1n[nH]nc(N)c1=O,26.115,30.268784,0.1590573834706467,25.77111920141371,0.013343650149560567,0.17452345641005623
C=CC(C#CCC)CC,37.8072,40.058594,0.059549338485791,43.42371520243664,0.12934211585197292,0.07749500904629673
CC1C2CCC(O2)C1O,37.8072,31.989227,0.1538853103397799,36.3094922041506,0.04124838175726939,0.11898445673268723
CC(C#CO)=CC=N,37.8072,32.627373,0.1370063706992526,29.51527145397778,0.28093688919485504,0.10544038366290552
CC(=N)NC(C)(N)C#N,37.8072,37.141,0.0176210129199721,38.280438704184576,0.012362415902324614,0.029765560237950493
N=Cc1ncccc1O,23.0752,27.90491,0.2093030237619233,23.88246409143478,0.03380154109492827,0.16842675417264974
C=CCC(C#N)C=O,23.0752,29.180326,0.2645752349618635,32.737291488015146,0.2951402223226793,0.10865179513452787
COC1=C2CCNC2=C1,23.0752,32.554974,0.4108208640572963,32.35658780016142,0.2868469276638348,0.006131246009741201
CC1C2CCCNNC12,25.7755,33.023,0.2811778165240035,35.735425116513895,0.2787129321685684,0.07590297604324393
CC1=NCN(O)C=C1,23.4607,27.744514,0.1825953388147852,29.322868980160905,0.19991798838398445,0.05382675826259635
Cc1ncc(ON)nn1,23.4607,29.794155,0.2699601938923225,26.8134759587361,0.12504070579643486,0.11116347040760174
Cc1ncc(N)cn1,22.8961,27.003849,0.179408241121458,24.05822953425459,0.04830486518552522,0.12243708380749203
COc1cnc(C#N)o1,22.8961,27.06341,0.182009591384465,25.073258382671213,0.08683188875746216,0.07937347380044686
CCC(O)C1OC1C=O,37.4562,35.151356,0.061534385671579,37.714300843089454,0.006843580215454113,0.06795684357911339
C#CC#CCOCC=O,39.8425,33.015533,0.1713488499148993,36.49610853281871,0.09169173376860405,0.09536840152940809
C#CC1CCCC(O)C1,36.3028,35.292854,0.0278200494429621,36.9704600888426,0.018059285365618075,0.04537693295704725
N=c1ncocc1O,21.691,23.836096,0.0988933571498098,19.744100520614406,0.09860664340484264,0.2072515521845742
CCNNc1nnno1,21.691,30.533482,0.4076567054492827,30.284622150894066,0.28376190754753616,0.008217366816266738
N=CCNNC1CCN1,21.691,32.648796,0.5051770818101042,35.10916344529456,0.38218408325798225,0.07007764366497064
CCN(C)C(C)CC=O,39.2615,40.834118,0.0400549619704876,44.812698332176105,0.1238755651585094,0.08878243177156407
C#CC#CC=CC=O,33.2156,27.844872,0.1616929538832328,29.449336677203164,0.12788958081056936,0.054482200899458176
C#CC(CC)CCOC,33.2156,40.019745,0.2048478688642346,45.52902065592006,0.2704521309381374,0.12100580193797109
CCCCNCC(C)=O,32.1028,40.29013,0.2550347824873336,43.980930617395956,0.27007456301294697,0.08391820194764411
C#CC(CC)NCN,32.1028,36.06086,0.123293285326382,40.26606875216409,0.2027331946013566,0.10443554293931617
CCNc1ccnnn1,22.8681,30.716438,0.3432002787051409,29.941790723474867,0.23624808511967108,0.025871775127925024
CC(=N)CNN,31.8458,24.70156,0.2243385606022627,27.37867621730262,0.16316069291451987,0.09778106859712778
CC1N=Cn2nncc21,23.0494,26.185112,0.1360431073915902,26.804341982649483,0.14008707936498002,0.02310185353739747
CC1CNC(=N)N1,23.0494,25.82647,0.1204833714277473,25.595306004527473,0.09946769161803093,0.00903149958166697
N#CC1CCCN=NC1,23.0494,30.134132,0.3073716619631708,31.928334875517976,0.2780895060808878,0.056194689842524
CC1(C)CC(=N)C1O,41.5279,33.28658,0.1984526274605728,32.373118171438136,0.28278962131732077,0.028216677297640894
CCN1NC1CCO,41.72,34.258728,0.1788416100828439,35.954867719129,0.16034358201250698,0.047174133204406325
CCC1(C)C2C(CO)C21,41.72,39.027824,0.0645296164464173,40.37611630451891,0.03328412483621367,0.033393313372440565
N#CCNC1CCC1O,25.8204,32.904648,0.2743663083123591,35.6551953284344,0.2758306394858346,0.07714296060077637
N#CC1CC2OC(O)C12,25.8204,28.727592,0.112592851708793,31.983388546215046,0.19269342075214174,0.10179648543213349
C#CC1CNC(CO)C1,36.2691,35.253933,0.0279898604354434,36.77853024473237,0.013851294256255245,0.04145345761745688
N#CCC#CC1CO1,34.9997,27.191559,0.2230916597030652,28.471496086297048,0.22928910703940447,0.044955034411172476
CC12CCC3C1CC32,35.3705,29.842756,0.1562811871089663,31.43719433011331,0.1251163074091196,0.05071821338032116
CCNC1CC2NCC12,35.3705,33.59752,0.0501259829264941,37.964970403776356,0.06833853355297981,0.11503895188976428
O=C1NCC2NNCC12,23.221,27.983469,0.2050931919124677,29.611201060488145,0.21580350784943142,0.054970146505138505
C#CC#CCCCO,25.4929,32.743618,0.2844210745530956,34.9545238010721,0.2706838134863076,0.06325092035738991
C#CC1CC1CC=N,25.4929,25.952229,0.0180179009113352,31.981294496571728,0.20288092144823155,0.188518494685011
C#CCN(C=O)NC,34.9858,31.48987,0.0999242529423041,34.89826912587026,0.00250817236276206,0.09766670987540739
CCC1CCC1(C)CC,34.9858,41.05355,0.1734346712156031,44.186004955723895,0.20821536060892726,0.0708924683021861
CC#CC1(O)CC1,34.9858,28.374432,0.1889729087198971,26.799153859768424,0.30548151568776116,0.05878089093687479
CC#CCCC(=O)O,38.1267,32.367607,0.1510514385798084,32.92971340852596,0.15782058370810068,0.0170698846222095
CCC(N)(C#N)C=O,38.1267,31.730358,0.1677654209837385,34.86642206565142,0.09350767131223467,0.0899451070645103
CCCC1C(C)OC1C,38.1267,39.70352,0.0413574143189844,43.98515738210773,0.1331916885328875,0.09734277735810525
N=C1CC(N)CO1,23.965,24.604015,0.0266645253637303,26.533199554353686,0.09679192850800705,0.07270832718088598
